"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Falkland Islands","FLK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Faroe Islands","FRO",49000,"High income","February 27, 2022",339,0,24.92,42,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","No cases reported","24.92 per 1,000 persons","0 %","0 per 100k persons"
"Fiji","FJI",896000,"Upper middle income","January 26, 2023",6,0.0347,0.56,531,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","3.5 %","0.56 per 1,000 persons","0 %","0 per 100k persons"
"Finland","FIN",5541000,"High income","January 29, 2023",3,0.3871,1.25,45455,1.63,284.456,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","38.7 %","1.25 per 1,000 persons","1.63 %","284.5 per 100k persons"
"France","FRA",65274000,"High income","May 17, 2022",260,0.2439,6.18,546663,1.33,390.515,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","24.4 %","6.18 per 1,000 persons","1.33 %","390.5 per 100k persons"
"French Polynesia","PYF",281000,"High income","September 07, 2020",877,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"French Southern and Antarctic Lands","ATF",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Gabon","GAB",2226000,"Upper middle income","January 03, 2023",29,0.0267,0.11,967,0.1,0.084,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.7 %","0.11 per 1,000 persons","0.1 %","0.1 per 100k persons"
"Georgia","GEO",3989000,"Upper middle income","June 16, 2021",595,NaN,NaN,2824,0.22,35.547,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.22 %","35.5 per 100k persons"
"Germany","DEU",83784000,"High income","December 15, 2022",48,0.5725,1.79,877701,1.63,544.052,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","57.2 %","1.79 per 1,000 persons","1.63 %","544.1 per 100k persons"
"Ghana","GHA",31073000,"Lower middle income","January 03, 2023",29,0.0495,0.03,5042,8.56,3.629,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5 %","0.03 per 1,000 persons","8.56 %","3.6 per 100k persons"
"Gibraltar","GIB",NaN,"High income","No tests reported",NaN,NaN,NaN,2749,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Greece","GRC",10423000,"High income","December 20, 2022",43,0.0793,13.48,27480,0.37,127.906,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","7.9 %","13.48 per 1,000 persons","0.37 %","127.9 per 100k persons"
"Greenland","GRL",57000,"High income","August 25, 2021",525,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Grenada","GRD",113000,"Upper middle income","November 09, 2022",84,0.1281,1.8,59,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","12.8 %","1.8 per 1,000 persons","0 %","0 per 100k persons"
"Guam","GUM",NaN,"High income","No tests reported",NaN,NaN,NaN,952,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Guatemala","GTM",17916000,"Upper middle income","February 01, 2023",0,0.1699,0.49,4307,0.47,14.066,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","17 %","0.49 per 1,000 persons","0.47 %","14.1 per 100k persons"
"Guernsey","GGY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Guinea","GIN",13133000,"Low income","December 30, 2022",33,0.0152,0.03,840,5.59,0.837,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","1.5 %","0.03 per 1,000 persons","5.59 %","0.8 per 100k persons"
"Guinea-Bissau","GNB",1968000,"Low income","July 11, 2022",205,0.0305,0.09,49,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3 %","0.09 per 1,000 persons","0 %","0 per 100k persons"
"Guyana","GUY",787000,"Upper middle income","December 28, 2021",400,NaN,NaN,147,0.16,2.597,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.16 %","2.6 per 100k persons"
"Haiti","HTI",NaN,"Low income","No tests reported",NaN,NaN,NaN,544,2.15,0.846,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","2.15 %","0.8 per 100k persons"
"Heard Island and McDonald Islands","HMD",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Honduras","HND",9905000,"Lower middle income","January 18, 2023",14,0.1868,0.12,233,0,0.019,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","18.7 %","0.12 per 1,000 persons","0 %","0 per 100k persons"
"Hong Kong SAR, China","HKG",7497000,"High income","January 11, 2023",21,0,16.03,15008,0.34,130.3,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","No cases reported","16.03 per 1,000 persons","0.34 %","130.3 per 100k persons"
"Hungary","HUN",9660000,"High income","May 11, 2022",266,0.2766,1.44,700,0.02,1.515,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","27.7 %","1.44 per 1,000 persons","0.02 %","1.5 per 100k persons"
"Iceland","ISL",341000,"High income","August 23, 2022",162,0.3468,5.73,12974,2.26,847.942,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","34.7 %","5.73 per 1,000 persons","2.26 %","847.9 per 100k persons"
"India","IND",1380004000,"Lower middle income","January 31, 2023",1,0.0192,0.38,233645,2.12,4.579,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.9 %","0.38 per 1,000 persons","2.12 %","4.6 per 100k persons"
"Indonesia","IDN",273524000,"Upper middle income","December 25, 2022",38,0.0562,0.47,47113,1.14,9.78,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Sustain","no","5.6 %","0.47 per 1,000 persons","1.14 %","9.8 per 100k persons"
"Iran","IRN",83993000,"Upper middle income","September 20, 2022",134,0.1289,0.48,3460,0.16,2.065,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","12.9 %","0.48 per 1,000 persons","0.16 %","2.1 per 100k persons"
"Iraq","IRQ",40223000,"Upper middle income","August 06, 2022",179,0.1461,0.23,1320,0.1,0.582,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","14.6 %","0.23 per 1,000 persons","0.1 %","0.6 per 100k persons"
"Ireland","IRL",4938000,"High income","January 04, 2023",28,0.2619,1.2,102610,7.78,802.81,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","26.2 %","1.2 per 1,000 persons","7.78 %","802.8 per 100k persons"
"Isle of Man","IMN",NaN,"High income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Israel","ISR",8656000,"High income","January 23, 2022",374,NaN,NaN,148014,5.39,1037.263,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","5.39 %","1037.3 per 100k persons"
"Italy","ITA",60462000,"High income","January 27, 2023",5,0.1521,4.39,166859,0.42,101.495,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","15.2 %","4.39 per 1,000 persons","0.42 %","101.5 per 100k persons"
"Ivory Coast","CIV",26378000,"Lower middle income","January 03, 2023",29,0.0235,0.03,898,1.82,0.465,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.4 %","0.03 per 1,000 persons","1.82 %","0.5 per 100k persons"
"Jamaica","JAM",2961000,"Upper middle income","September 30, 2022",124,0.0711,0.55,2460,4.33,43.786,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","7.1 %","0.55 per 1,000 persons","4.33 %","43.8 per 100k persons"
"Japan","JPN",126476000,"High income","February 01, 2023",0,0.5007,1.29,548252,1.05,251.774,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","50.1 %","1.29 per 1,000 persons","1.05 %","251.8 per 100k persons"
"Jersey","JEY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Jordan","JOR",10203000,"Upper middle income","July 27, 2022",189,0.1937,1.43,1506,0.02,0.868,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","19.4 %","1.43 per 1,000 persons","0.02 %","0.9 per 100k persons"
"Kazakhstan","KAZ",18777000,"Upper middle income","May 28, 2021",614,NaN,NaN,1767,0.34,2.861,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.34 %","2.9 per 100k persons"
"Kenya","KEN",53771000,"Lower middle income","January 03, 2023",29,0.0286,0.04,11946,8.01,3.152,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.9 %","0.04 per 1,000 persons","8.01 %","3.2 per 100k persons"
"Kiribati","KIR",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,137,2.44,81.532,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","2.44 %","81.5 per 100k persons"
"Kosovo","XKX",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Kuwait","KWT",4271000,"High income","March 10, 2022",328,0.1006,5.3,1048,0.55,14.266,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Strengthen/Leverage","no","10.1 %","5.3 per 1,000 persons","0.55 %","14.3 per 100k persons"
"Kyrgyzstan","KGZ",6524000,"Lower middle income","June 23, 2021",588,NaN,NaN,327,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Laos","LAO",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,1047,0.76,8.434,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.76 %","8.4 per 100k persons"
"Latvia","LVA",1886000,"High income","February 01, 2023",0,0.3232,2.68,26486,2.18,674.788,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","32.3 %","2.68 per 1,000 persons","2.18 %","674.8 per 100k persons"
"Lebanon","LBN",6825000,"Upper middle income","June 23, 2021",588,NaN,NaN,2599,0.05,2.787,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.05 %","2.8 per 100k persons"
"Lesotho","LSO",2142000,"Lower middle income","December 30, 2022",33,0.0197,0.17,280,2.14,2.429,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2 %","0.17 per 1,000 persons","2.14 %","2.4 per 100k persons"
"Liberia","LBR",5058000,"Low income","September 26, 2021",493,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Libya","LBY",6871000,"Upper middle income","January 03, 2023",29,0.1933,0.65,141,0.04,0.47,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","19.3 %","0.65 per 1,000 persons","0.04 %","0.5 per 100k persons"
"Liechtenstein","LIE",NaN,"High income","No tests reported",NaN,NaN,NaN,1885,10.03,3138.102,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","10.03 %","3138.1 per 100k persons"
"Lithuania","LTU",2722000,"High income","February 01, 2023",0,0.3941,1.57,40875,1.37,289.121,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","39.4 %","1.57 per 1,000 persons","1.37 %","289.1 per 100k persons"
"Luxembourg","LUX",626000,"High income","January 30, 2023",2,0.2828,2.49,53056,17.98,4310.525,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","28.3 %","2.49 per 1,000 persons","17.98 %","4310.5 per 100k persons"
"Macao SAR, China","MAC",NaN,"High income","No tests reported",NaN,NaN,NaN,1,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Madagascar","MDG",27691000,"Low income","December 30, 2022",33,0.0453,0.02,880,0.16,0.047,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.5 %","0.02 per 1,000 persons","0.16 %","0 per 100k persons"
"Malawi","MWI",19130000,"Low income","December 30, 2022",33,0.0386,0.02,1367,1.56,0.309,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.9 %","0.02 per 1,000 persons","1.56 %","0.3 per 100k persons"
"Malaysia","MYS",32366000,"Upper middle income","June 16, 2021",595,NaN,NaN,36175,1.14,72.349,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.14 %","72.3 per 100k persons"
"Maldives","MDV",541000,"Upper middle income","November 09, 2021",449,NaN,NaN,1294,0.3,25.773,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.3 %","25.8 per 100k persons"
"Mali","MLI",20251000,"Low income","January 03, 2023",29,0.0129,0.03,217,2.27,0.27,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.3 %","0.03 per 1,000 persons","2.27 %","0.3 per 100k persons"
"Malta","MLT",442000,"High income","September 06, 2021",513,NaN,NaN,893,0.01,0.563,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.01 %","0.6 per 100k persons"
"Marshall Islands","MHL",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,26,0.17,62.511,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.17 %","62.5 per 100k persons"
"Mauritania","MRT",4650000,"Lower middle income","December 30, 2022",33,0.0176,0.2,58,0.13,0.148,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","1.8 %","0.2 per 1,000 persons","0.13 %","0.1 per 100k persons"
"Mauritius","MUS",1272000,"High income","December 30, 2022",33,0.4281,1.02,6258,2.71,390.234,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","42.8 %","1.02 per 1,000 persons","2.71 %","390.2 per 100k persons"
"Mexico","MEX",128933000,"Upper middle income","January 30, 2023",2,0,0.11,83364,1.15,21.414,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Test","Sustain","no","No cases reported","0.11 per 1,000 persons","1.15 %","21.4 per 100k persons"
