"Country","Socioeconomic status","Date tests last reported","Test positivity rate (%)","Average daily tests","% of cases sequenced","Number of sequences","Cumulative number of sequences entire pandemic","Test Archetype","Sequencing Archetype"
"North Macedonia","Upper middle income","February 24, 2022","Insufficient data","Insufficient data","0.45 %","8.9 per 100k persons",1028,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Northern Mariana Islands","High income","No tests reported","Insufficient data","Insufficient data","23.34 %","1274.9 per 100k persons",3599,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Norway","High income","November 13, 2022","23 %","0.23 per 1,000 persons","17.38 %","235.7 per 100k persons",76683,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Oman","High income","May 28, 2021","Insufficient data","Insufficient data","1.65 %","4 per 100k persons",1103,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Pakistan","Lower middle income","April 01, 2023","1.3 %","0.05 per 1,000 persons","3.87 %","0.9 per 100k persons",6308,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Palau","High income","No tests reported","Insufficient data","Insufficient data","2.38 %","259.9 per 100k persons",68,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Palestine","Lower middle income","February 03, 2022","Insufficient data","Insufficient data","0 %","0 per 100k persons",129,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Panama","High income","March 11, 2023","14.3 %","1.25 per 1,000 persons","0.74 %","45.4 per 100k persons",6633,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Papua New Guinea","Lower middle income","November 28, 2021","Insufficient data","Insufficient data","8.75 %","3 per 100k persons",4717,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Paraguay","Upper middle income","April 01, 2023","0.5 %","12.2 per 1,000 persons","1.19 %","15.4 per 100k persons",2803,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Peru","Upper middle income","March 21, 2023","11 %","0.81 per 1,000 persons","2.65 %","73.6 per 100k persons",47131,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Philippines","Lower middle income","March 16, 2023","6.8 %","0.15 per 1,000 persons","1.69 %","5.9 per 100k persons",27172,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Poland","High income","March 08, 2023","17.4 %","0.22 per 1,000 persons","1.75 %","23.4 per 100k persons",91538,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Portugal","High income","June 02, 2022","34.9 %","4.36 per 1,000 persons","0.75 %","134.1 per 100k persons",45828,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Puerto Rico","High income","No tests reported","Insufficient data","Insufficient data","1.54 %","297.7 per 100k persons",20476,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Qatar","High income","November 13, 2022","17.2 %","0.99 per 1,000 persons","0.9 %","46.2 per 100k persons",6118,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Republic of the Congo","Lower middle income","July 04, 2022","0.2 %","0.09 per 1,000 persons","9.59 %","1.8 per 100k persons",704,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Romania","High income","June 27, 2022","4.7 %","0.86 per 1,000 persons","0.92 %","24.2 per 100k persons",19422,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Russia","Upper middle income","February 25, 2023","9.7 %","0.93 per 1,000 persons","0.68 %","22.6 per 100k persons",66933,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Rwanda","Low income","January 03, 2023","0.4 %","0.24 per 1,000 persons","0 %","0 per 100k persons",786,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Kitts and Nevis","High income","March 28, 2023","1.7 %","3.06 per 1,000 persons","0.19 %","4.2 per 100k persons",78,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Lucia","Upper middle income","October 08, 2022","9.2 %","2.02 per 1,000 persons","2.05 %","80.6 per 100k persons",291,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Vincent and the Grenadines","Upper middle income","August 28, 2022","9.5 %","0.67 per 1,000 persons","1.9 %","23.1 per 100k persons",244,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Samoa","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"San Marino","High income","December 27, 2022","17.1 %","4.85 per 1,000 persons","0 %","0 per 100k persons",0,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"São Tomé and Príncipe","Lower middle income","December 30, 2022","2.3 %","0.23 per 1,000 persons","0 %","0 per 100k persons",11,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saudi Arabia","High income","April 01, 2023","2.1 %","0.3 per 1,000 persons","0.29 %","0.7 per 100k persons",1936,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Senegal","Lower middle income","January 03, 2023","1.2 %","0.05 per 1,000 persons","15.01 %","2.7 per 100k persons",6057,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Serbia","Upper middle income","April 01, 2023","15.7 %","1.08 per 1,000 persons","0.29 %","22.8 per 100k persons",2374,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Seychelles","High income","December 21, 2020","Insufficient data","Insufficient data","1.37 %","133.5 per 100k persons",1549,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sierra Leone","Low income","December 30, 2022","0.2 %","0.02 per 1,000 persons","0 %","0 per 100k persons",126,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Singapore","High income","January 30, 2023","7.7 %","8.16 per 1,000 persons","1.43 %","298.2 per 100k persons",31962,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sint Maarten (Dutch part)","High income","No tests reported","Insufficient data","Insufficient data","25.9 %","780.7 per 100k persons",2697,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Slovakia","High income","April 01, 2023","14.4 %","0.86 per 1,000 persons","8.31 %","219.2 per 100k persons",45582,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Slovenia","High income","April 01, 2023","18 %","2.71 per 1,000 persons","4.45 %","775.7 per 100k persons",84164,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Solomon Islands","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.91 %","34.5 per 100k persons",358,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Somalia","Low income","July 05, 2022","No cases reported","0.04 per 1,000 persons","0 %","0 per 100k persons",45,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Africa","Upper middle income","January 03, 2023","11.6 %","0.17 per 1,000 persons","3.48 %","20.5 per 100k persons",51988,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"South Korea","High income","October 31, 2021","Insufficient data","Insufficient data","0.49 %","165.3 per 100k persons",134145,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"South Sudan","Low income","July 17, 2022","0.8 %","0.05 per 1,000 persons","0 %","0 per 100k persons",170,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Spain","High income","March 31, 2023","19.1 %","0.7 per 1,000 persons","3.06 %","141.5 per 100k persons",212092,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sri Lanka","Lower middle income","June 16, 2022","1.9 %","0.08 per 1,000 persons","2.04 %","1 per 100k persons",3583,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Saint Martin","High income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Sudan","Low income","October 27, 2021","Insufficient data","Insufficient data","0.2 %","0 per 100k persons",360,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Suriname","Upper middle income","No tests reported","Insufficient data","Insufficient data","1.1 %","5.8 per 100k persons",1116,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Sweden","High income","May 10, 2021","Insufficient data","Insufficient data","25.42 %","513 per 100k persons",244869,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Switzerland","High income","March 26, 2023","29.4 %","1.03 per 1,000 persons","2.41 %","249.7 per 100k persons",159680,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Syria","Low income","No tests reported","Insufficient data","Insufficient data","0.98 %","0.1 per 100k persons",106,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Taiwan","High income","February 22, 2023","55 %","2.3 per 1,000 persons","Insufficient data","10.1 per 100k persons",2937,"Test - Increase diagnostic testing capacity","Insufficient data - Missing key diagnostic or case metrics"
"Tajikistan","Low income","March 30, 2020","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Tanzania","Lower middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",29,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Thailand","Upper middle income","October 26, 2022","38.3 %","0.2 per 1,000 persons","1.12 %","16.7 per 100k persons",33731,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Bahamas","High income","November 30, 2022","13.1 %","0.33 per 1,000 persons","2.28 %","23.4 per 100k persons",361,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Gambia","Low income","October 02, 2022","2.5 %","0.05 per 1,000 persons","25.12 %","5.7 per 100k persons",1414,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Togo","Low income","January 03, 2023","2.8 %","0.04 per 1,000 persons","7.26 %","2.1 per 100k persons",993,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tonga","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Trinidad and Tobago","High income","September 21, 2022","25.2 %","0.73 per 1,000 persons","3.77 %","131.3 per 100k persons",4780,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Tunisia","Lower middle income","December 30, 2022","24.3 %","0.14 per 1,000 persons","0.16 %","1.5 per 100k persons",1966,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkey","Upper middle income","November 01, 2022","37.4 %","0.31 per 1,000 persons","0.51 %","12.7 per 100k persons",101519,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Turkmenistan","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Turks and Caicos Islands","High income","No tests reported","Insufficient data","Insufficient data","0.46 %","6.6 per 100k persons",72,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tuvalu","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Uganda","Low income","October 07, 2022","1.4 %","0.05 per 1,000 persons","6.83 %","1 per 100k persons",1772,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Ukraine","Lower middle income","June 15, 2022","55.4 %","0.05 per 1,000 persons","0.25 %","3.2 per 100k persons",2258,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Arab Emirates","High income","June 30, 2022","0.2 %","24.72 per 1,000 persons","0.01 %","0.1 per 100k persons",7214,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Kingdom","High income","May 23, 2022","6.9 %","5.17 per 1,000 persons","10.79 %","496 per 100k persons",2941356,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"United States of America","High income","September 21, 2022","13.4 %","2.02 per 1,000 persons","5.78 %","400.6 per 100k persons",4669883,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Uruguay","High income","April 18, 2022","9.1 %","1.54 per 1,000 persons","0.1 %","4.5 per 100k persons",1124,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Uzbekistan","Lower middle income","July 14, 2020","Insufficient data","Insufficient data","0.3 %","0.1 per 100k persons",132,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Vanuatu","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.03 %","27.2 per 100k persons",104,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Venezuela","Upper middle income","May 30, 2021","Insufficient data","Insufficient data","1.76 %","2 per 100k persons",1333,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Vietnam","Lower middle income","May 08, 2021","Insufficient data","Insufficient data","0.18 %","3.7 per 100k persons",8089,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"U.S. Virgin Islands","High income","No tests reported","Insufficient data","Insufficient data","5.91 %","547.9 per 100k persons",2313,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Yemen","Low income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Zambia","Lower middle income","January 03, 2023","4.2 %","0.08 per 1,000 persons","0.64 %","0.9 per 100k persons",1638,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Zimbabwe","Lower middle income","December 30, 2022","3.5 %","0.1 per 1,000 persons","0.53 %","0.6 per 100k persons",1027,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"British Indian Ocean Territory","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Cook Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Falkland Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"French Southern and Antarctic Lands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Guernsey","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Heard Island and McDonald Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Jersey","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Montserrat","No income data","No tests reported","Insufficient data","Insufficient data","0.73 %","203.9 per 100k persons",28,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Niue","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Norfolk Island","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Pitcairn Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Helena","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Pierre and Miquelon","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint-Barthélemy","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",14,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Georgia and the South Sandwich Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Wallis and Futuna","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",10,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Anguilla","No income data","No tests reported","Insufficient data","Insufficient data","2.41 %","182.7 per 100k persons",111,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Vatican City","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Western Sahara","No income data","October 13, 2021","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
