"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Falkland Islands","FLK",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",NaN,"Insufficient data",NaN,"Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Faroe Islands","FRO",49000,"High income","February 27, 2022",308,0,47.26,42,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","No cases reported","47.26 per 1,000 persons","0 %","0 per 100k persons"
"Fiji","FJI",896000,"Upper middle income","December 29, 2022",3,0.0791,0.6,531,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","7.9 %","0.6 per 1,000 persons","0 %","0 per 100k persons"
"Finland","FIN",5541000,"High income","December 01, 2022",31,0.3644,1.68,40060,1.21,243.289,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","36.4 %","1.68 per 1,000 persons","1.21 %","243.3 per 100k persons"
"France","FRA",65274000,"High income","May 17, 2022",229,0.2359,9.23,519170,1.02,415.258,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","23.6 %","9.23 per 1,000 persons","1.02 %","415.3 per 100k persons"
"French Polynesia","PYF",281000,"High income","September 07, 2020",846,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"French Southern and Antarctic Lands","ATF",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Gabon","GAB",2226000,"Upper middle income","December 30, 2022",2,0.0606,0.18,967,0.03,0.084,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","6.1 %","0.18 per 1,000 persons","0.03 %","0.1 per 100k persons"
"Georgia","GEO",3989000,"Upper middle income","June 16, 2021",564,NaN,NaN,2466,0.16,37.737,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.16 %","37.7 per 100k persons"
"Germany","DEU",83784000,"High income","December 15, 2022",17,0.5357,1.89,829906,1.62,569.418,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","53.6 %","1.89 per 1,000 persons","1.62 %","569.4 per 100k persons"
"Ghana","GHA",31073000,"Lower middle income","December 30, 2022",2,0.0721,0.04,4393,2.81,2.27,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","7.2 %","0.04 per 1,000 persons","2.81 %","2.3 per 100k persons"
"Gibraltar","GIB",NaN,"High income","No tests reported",NaN,NaN,NaN,2749,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Sustain","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Greece","GRC",10423000,"High income","December 20, 2022",12,0.0784,15.06,22809,0.22,88.358,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","7.8 %","15.06 per 1,000 persons","0.22 %","88.4 per 100k persons"
"Greenland","GRL",57000,"High income","August 25, 2021",494,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Grenada","GRD",113000,"Upper middle income","November 09, 2022",53,0.1513,2.52,58,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","15.1 %","2.52 per 1,000 persons","0 %","0 per 100k persons"
"Guam","GUM",NaN,"High income","No tests reported",NaN,NaN,NaN,933,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Guatemala","GTM",17916000,"Upper middle income","January 01, 2023",0,0.1756,0.5,2973,0.25,7.431,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","17.6 %","0.5 per 1,000 persons","0.25 %","7.4 per 100k persons"
"Guernsey","GGY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Guinea","GIN",13133000,"Low income","December 30, 2022",2,0.0408,0.03,841,4.98,2.049,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.1 %","0.03 per 1,000 persons","4.98 %","2 per 100k persons"
"Guinea-Bissau","GNB",1968000,"Low income","July 11, 2022",174,0.0558,0.09,49,0,0,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","5.6 %","0.09 per 1,000 persons","0 %","0 per 100k persons"
"Guyana","GUY",787000,"Upper middle income","December 28, 2021",369,NaN,NaN,145,0.25,10.016,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.25 %","10 per 100k persons"
"Haiti","HTI",NaN,"Low income","No tests reported",NaN,NaN,NaN,442,0.94,0.621,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.94 %","0.6 per 100k persons"
"Heard Island and McDonald Islands","HMD",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Honduras","HND",9905000,"Lower middle income","December 08, 2022",24,0.1881,0.12,233,0.03,0.201,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","18.8 %","0.12 per 1,000 persons","0.03 %","0.2 per 100k persons"
"Hong Kong SAR, China","HKG",7497000,"High income","December 28, 2022",4,0,16.27,13532,0.46,130.033,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","No cases reported","16.27 per 1,000 persons","0.46 %","130 per 100k persons"
"Hungary","HUN",9660000,"High income","May 11, 2022",235,0.2916,1.76,593,0.01,0.692,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","29.2 %","1.76 per 1,000 persons","0.01 %","0.7 per 100k persons"
"Iceland","ISL",341000,"High income","August 23, 2022",131,0.2544,8.71,12053,1.24,600.961,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","25.4 %","8.71 per 1,000 persons","1.24 %","601 per 100k persons"
"India","IND",1380004000,"Lower middle income","January 01, 2023",0,0.0419,0.47,230521,0.93,6.417,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","4.2 %","0.47 per 1,000 persons","0.93 %","6.4 per 100k persons"
"Indonesia","IDN",273524000,"Upper middle income","December 25, 2022",7,0.0481,0.52,42170,1.21,10.569,"Meets testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","4.8 %","0.52 per 1,000 persons","1.21 %","10.6 per 100k persons"
"Iran","IRN",83993000,"Upper middle income","September 20, 2022",103,0.1107,0.55,3337,0.14,2.099,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","11.1 %","0.55 per 1,000 persons","0.14 %","2.1 per 100k persons"
"Iraq","IRQ",40223000,"Upper middle income","August 06, 2022",148,0.1544,0.26,1281,0.14,1.151,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","15.4 %","0.26 per 1,000 persons","0.14 %","1.2 per 100k persons"
"Ireland","IRL",4938000,"High income","December 23, 2022",9,0.318,1.64,96983,5.04,877.007,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","31.8 %","1.64 per 1,000 persons","5.04 %","877 per 100k persons"
"Isle of Man","IMN",NaN,"High income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Israel","ISR",8656000,"High income","January 23, 2022",343,0.1086,40.08,143623,3.12,1101.355,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","10.9 %","40.08 per 1,000 persons","3.12 %","1101.4 per 100k persons"
"Italy","ITA",60462000,"High income","December 30, 2022",2,0.154,5.64,155986,0.34,104.266,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","15.4 %","5.64 per 1,000 persons","0.34 %","104.3 per 100k persons"
"Ivory Coast","CIV",26378000,"Lower middle income","December 30, 2022",2,0.0456,0.05,887,0.77,0.437,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","4.6 %","0.05 per 1,000 persons","0.77 %","0.4 per 100k persons"
"Jamaica","JAM",2961000,"Upper middle income","September 30, 2022",93,0.1226,0.59,2460,2.69,55.033,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","12.3 %","0.59 per 1,000 persons","2.69 %","55 per 100k persons"
"Japan","JPN",126476000,"High income","January 01, 2023",0,0.4664,1.26,472394,1.22,227.681,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","46.6 %","1.26 per 1,000 persons","1.22 %","227.7 per 100k persons"
"Jersey","JEY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Jordan","JOR",10203000,"Upper middle income","July 27, 2022",158,0.185,1.64,1497,0.02,1.285,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","18.5 %","1.64 per 1,000 persons","0.02 %","1.3 per 100k persons"
"Kazakhstan","KAZ",18777000,"Upper middle income","May 28, 2021",583,NaN,NaN,1689,0.21,4.449,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.21 %","4.4 per 100k persons"
"Kenya","KEN",53771000,"Lower middle income","December 30, 2022",2,0.0553,0.05,11612,5.42,4.464,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5.5 %","0.05 per 1,000 persons","5.42 %","4.5 per 100k persons"
"Kiribati","KIR",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,137,3.96,103.629,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","3.96 %","103.6 per 100k persons"
"Kosovo","XKX",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Kuwait","KWT",4271000,"High income","March 10, 2022",297,0.1137,6.05,874,0.2,11.268,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","11.4 %","6.05 per 1,000 persons","0.2 %","11.3 per 100k persons"
"Kyrgyzstan","KGZ",6524000,"Lower middle income","June 23, 2021",557,NaN,NaN,326,0.19,0.633,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.19 %","0.6 per 100k persons"
"Laos","LAO",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,557,0.5,6.946,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.5 %","6.9 per 100k persons"
"Latvia","LVA",1886000,"High income","December 30, 2022",2,0.3029,3.35,17769,0.77,286.98,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","30.3 %","3.35 per 1,000 persons","0.77 %","287 per 100k persons"
"Lebanon","LBN",6825000,"Upper middle income","June 23, 2021",557,NaN,NaN,2438,0.06,5.374,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.06 %","5.4 per 100k persons"
"Lesotho","LSO",2142000,"Lower middle income","December 30, 2022",2,0.0346,0.22,271,1.69,3.556,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.5 %","0.22 per 1,000 persons","1.69 %","3.6 per 100k persons"
"Liberia","LBR",5058000,"Low income","September 26, 2021",462,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Libya","LBY",6871000,"Upper middle income","December 30, 2022",2,0.1939,0.7,84,0.03,0.47,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","19.4 %","0.7 per 1,000 persons","0.03 %","0.5 per 100k persons"
"Liechtenstein","LIE",NaN,"High income","No tests reported",NaN,NaN,NaN,1793,7.97,2990.725,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","7.97 %","2990.7 per 100k persons"
"Lithuania","LTU",2722000,"High income","December 30, 2022",2,0.3592,2.15,40226,1.26,344.356,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","35.9 %","2.15 per 1,000 persons","1.26 %","344.4 per 100k persons"
"Luxembourg","LUX",626000,"High income","November 16, 2022",46,0.309,3.26,50560,14.23,4461.698,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","30.9 %","3.26 per 1,000 persons","14.23 %","4461.7 per 100k persons"
"Macao SAR, China","MAC",NaN,"High income","No tests reported",NaN,NaN,NaN,1,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Madagascar","MDG",27691000,"Low income","December 30, 2022",2,0.0712,0.02,879,0.31,0.179,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","7.1 %","0.02 per 1,000 persons","0.31 %","0.2 per 100k persons"
"Malawi","MWI",19130000,"Low income","December 30, 2022",2,0.1012,0.02,1250,0.89,0.534,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","10.1 %","0.02 per 1,000 persons","0.89 %","0.5 per 100k persons"
"Malaysia","MYS",32366000,"Upper middle income","June 16, 2021",564,NaN,NaN,32598,1.02,67.084,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.02 %","67.1 per 100k persons"
"Maldives","MDV",541000,"Upper middle income","November 09, 2021",418,NaN,NaN,1294,0.35,59.565,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Sustain","no","Insufficient data","Insufficient data","0.35 %","59.6 per 100k persons"
"Mali","MLI",20251000,"Low income","December 30, 2022",2,0.0434,0.04,217,0.8,0.403,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.3 %","0.04 per 1,000 persons","0.8 %","0.4 per 100k persons"
"Malta","MLT",442000,"High income","September 06, 2021",482,NaN,NaN,893,0.15,17.626,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.15 %","17.6 per 100k persons"
"Marshall Islands","MHL",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,26,0.17,62.511,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.17 %","62.5 per 100k persons"
"Mauritania","MRT",4650000,"Lower middle income","December 30, 2022",2,0.0524,0.25,58,0.03,0.148,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","5.2 %","0.25 per 1,000 persons","0.03 %","0.1 per 100k persons"
"Mauritius","MUS",1272000,"High income","December 30, 2022",2,0.4102,1.17,5306,2.12,339.598,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","41 %","1.17 per 1,000 persons","2.12 %","339.6 per 100k persons"
"Mexico","MEX",128933000,"Upper middle income","December 29, 2022",3,0.487,0.14,80263,1.01,24.887,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","48.7 %","0.14 per 1,000 persons","1.01 %","24.9 per 100k persons"
