"Country","Socioeconomic status","Date tests last reported","Test positivity rate (%)","Average daily tests","% of cases sequenced","Number of sequences","Cumulative number of sequences entire pandemic","Test Archetype","Sequencing Archetype"
"Niger","Low income","November 06, 2022","2.3 %","0.01 per 1,000 persons","6.06 %","0.5 per 100k persons",343,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Nigeria","Lower middle income","December 30, 2022","1.4 %","0.03 per 1,000 persons","3.87 %","0.4 per 100k persons",7311,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"North Korea","Low income","No tests reported","Insufficient data","Insufficient data","0 %","Insufficient data",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"North Macedonia","Upper middle income","February 24, 2022","25.4 %","2.36 per 1,000 persons","0.15 %","8.7 per 100k persons",966,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Northern Mariana Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",3572,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norway","High income","November 13, 2022","52.4 %","1.19 per 1,000 persons","2.66 %","524.1 per 100k persons",73490,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Oman","High income","May 28, 2021","Insufficient data","Insufficient data","0.05 %","1.1 per 100k persons",917,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Pakistan","Lower middle income","January 01, 2023","3.5 %","0.1 per 1,000 persons","0.88 %","1 per 100k persons",5659,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Palau","High income","No tests reported","Insufficient data","Insufficient data","0.78 %","248.8 per 100k persons",57,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Palestine","Lower middle income","February 03, 2022","33.4 %","1.27 per 1,000 persons","0 %","0 per 100k persons",129,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Panama","High income","November 12, 2022","18.9 %","1.93 per 1,000 persons","0.48 %","54.3 per 100k persons",6166,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Papua New Guinea","Lower middle income","November 28, 2021","Insufficient data","Insufficient data","6.04 %","5.9 per 100k persons",4382,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Paraguay","Upper middle income","March 27, 2022","34.7 %","0.84 per 1,000 persons","0.58 %","21.4 per 100k persons",2803,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Peru","Upper middle income","December 13, 2022","14.3 %","1.28 per 1,000 persons","1.16 %","66.2 per 100k persons",38943,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Philippines","Lower middle income","January 01, 2023","14.3 %","0.21 per 1,000 persons","0.89 %","9.1 per 100k persons",24808,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Poland","High income","November 16, 2022","21.8 %","0.85 per 1,000 persons","1.97 %","110.4 per 100k persons",88722,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Portugal","High income","June 02, 2022","20 %","10.73 per 1,000 persons","0.44 %","178 per 100k persons",43516,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Puerto Rico","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",16445,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Qatar","High income","November 13, 2022","24.9 %","0.98 per 1,000 persons","0.38 %","32.1 per 100k persons",5516,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Republic of the Congo","Lower middle income","July 04, 2022","3.5 %","0.11 per 1,000 persons","0.62 %","0.6 per 100k persons",617,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Romania","High income","June 27, 2022","17.4 %","1.85 per 1,000 persons","0.64 %","48.1 per 100k persons",18929,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Russia","Upper middle income","December 13, 2022","13.6 %","1.61 per 1,000 persons","0.32 %","24.3 per 100k persons",59070,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Rwanda","Low income","December 30, 2022","1.2 %","0.43 per 1,000 persons","0.27 %","0.4 per 100k persons",786,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Kitts and Nevis","High income","December 29, 2022","5 %","3.79 per 1,000 persons","0.48 %","35.7 per 100k persons",74,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Lucia","Upper middle income","October 08, 2022","15.4 %","2.01 per 1,000 persons","0.63 %","56.2 per 100k persons",239,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Vincent and the Grenadines","Upper middle income","August 28, 2022","23.2 %","0.84 per 1,000 persons","0.93 %","46.2 per 100k persons",222,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Samoa","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"San Marino","High income","December 27, 2022","18.1 %","6.75 per 1,000 persons","0 %","0 per 100k persons",0,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"São Tomé and Príncipe","Lower middle income","December 30, 2022","10.6 %","0.29 per 1,000 persons","0 %","0 per 100k persons",11,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saudi Arabia","High income","January 01, 2023","2.3 %","0.93 per 1,000 persons","0.16 %","1.2 per 100k persons",1717,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Senegal","Lower middle income","December 30, 2022","3.8 %","0.06 per 1,000 persons","10.83 %","8.5 per 100k persons",5839,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Serbia","Upper middle income","January 01, 2023","24.9 %","1.46 per 1,000 persons","0.11 %","17.8 per 100k persons",1918,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Seychelles","High income","December 21, 2020","Insufficient data","Insufficient data","1.89 %","447.1 per 100k persons",1549,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sierra Leone","Low income","December 30, 2022","0.5 %","0.06 per 1,000 persons","0 %","0 per 100k persons",126,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Singapore","High income","December 30, 2022","6.3 %","14.24 per 1,000 persons","0.81 %","270.8 per 100k persons",26851,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sint Maarten (Dutch part)","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2663,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Slovakia","High income","January 01, 2023","23.1 %","2.83 per 1,000 persons","2.01 %","456.6 per 100k persons",44400,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Slovenia","High income","January 01, 2023","11.1 %","10.06 per 1,000 persons","3.33 %","1246.9 per 100k persons",77990,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Solomon Islands","Lower middle income","No tests reported","Insufficient data","Insufficient data","0.96 %","32.4 per 100k persons",246,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Somalia","Low income","July 05, 2022","2.7 %","0.04 per 1,000 persons","0.08 %","0 per 100k persons",45,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Africa","Upper middle income","December 30, 2022","11.3 %","0.25 per 1,000 persons","2.51 %","24 per 100k persons",47743,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"South Korea","High income","October 31, 2021","Insufficient data","Insufficient data","0.25 %","130.4 per 100k persons",101775,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"South Sudan","Low income","July 17, 2022","2.1 %","0.06 per 1,000 persons","0 %","0 per 100k persons",170,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Spain","High income","December 30, 2022","28.5 %","1.56 per 1,000 persons","0.97 %","149.3 per 100k persons",180882,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sri Lanka","Lower middle income","June 16, 2022","7.7 %","0.28 per 1,000 persons","1.23 %","4.7 per 100k persons",3550,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Saint Martin","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Sudan","Low income","October 27, 2021","Insufficient data","Insufficient data","0.78 %","0.3 per 100k persons",347,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Suriname","Upper middle income","No tests reported","Insufficient data","Insufficient data","0.49 %","22.8 per 100k persons",1116,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Sweden","High income","May 10, 2021","Insufficient data","Insufficient data","5.58 %","694 per 100k persons",223677,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Switzerland","High income","December 28, 2022","34 %","2.89 per 1,000 persons","1.5 %","514.9 per 100k persons",154449,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Syria","Low income","No tests reported","Insufficient data","Insufficient data","1.2 %","0.4 per 100k persons",106,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Taiwan","High income","December 31, 2022","43.9 %","2.3 per 1,000 persons","0.03 %","9 per 100k persons",2553,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Tajikistan","Low income","March 30, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tanzania","Lower middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Thailand","Upper middle income","October 26, 2022","31 %","0.38 per 1,000 persons","0.63 %","22 per 100k persons",28601,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Bahamas","High income","November 30, 2022","18 %","0.57 per 1,000 persons","0 %","0 per 100k persons",265,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"The Gambia","Low income","October 02, 2022","5.1 %","0.07 per 1,000 persons","9.98 %","8.9 per 100k persons",1415,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Togo","Low income","December 30, 2022","5.3 %","0.06 per 1,000 persons","1.96 %","2 per 100k persons",846,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tonga","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Trinidad and Tobago","High income","September 21, 2022","28.6 %","0.86 per 1,000 persons","2.19 %","133 per 100k persons",4179,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Tunisia","Lower middle income","December 30, 2022","25.6 %","0.38 per 1,000 persons","0.06 %","2 per 100k persons",1444,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkey","Upper middle income","November 01, 2022","21.5 %","1.35 per 1,000 persons","0.26 %","22.9 per 100k persons",100325,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkmenistan","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Turks and Caicos Islands","High income","No tests reported","Insufficient data","Insufficient data","0.56 %","37.2 per 100k persons",72,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Tuvalu","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Uganda","Low income","October 07, 2022","3.8 %","0.06 per 1,000 persons","1.33 %","0.8 per 100k persons",1414,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Ukraine","Lower middle income","June 15, 2022","51.6 %","0.38 per 1,000 persons","0.03 %","1.5 per 100k persons",1360,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Arab Emirates","High income","June 30, 2022","0.3 %","32.82 per 1,000 persons","0 %","0 per 100k persons",2615,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Kingdom","High income","May 23, 2022","8.5 %","11.74 per 1,000 persons","11.23 %","1672.1 per 100k persons",2859672,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"United States of America","High income","September 21, 2022","15.4 %","3.1 per 1,000 persons","4.04 %","521.2 per 100k persons",4278467,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Uruguay","High income","April 18, 2022","28.6 %","4.44 per 1,000 persons","0.01 %","1 per 100k persons",942,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Uzbekistan","Lower middle income","July 14, 2020","Insufficient data","Insufficient data","0.09 %","0.1 per 100k persons",132,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Vanuatu","Lower middle income","No tests reported","Insufficient data","Insufficient data","0.83 %","30.6 per 100k persons",103,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Venezuela","Upper middle income","May 30, 2021","Insufficient data","Insufficient data","0.21 %","0.8 per 100k persons",813,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Vietnam","Lower middle income","May 08, 2021","Insufficient data","Insufficient data","0.05 %","4.8 per 100k persons",7030,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"U.S. Virgin Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2313,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Yemen","Low income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Zambia","Lower middle income","December 30, 2022","10.5 %","0.13 per 1,000 persons","0.29 %","1.1 per 100k persons",1547,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Zimbabwe","Lower middle income","December 30, 2022","6.7 %","0.14 per 1,000 persons","0.06 %","0.2 per 100k persons",959,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"British Indian Ocean Territory","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Cook Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Falkland Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"French Southern and Antarctic Lands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Guernsey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Heard Island and McDonald Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Jersey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Montserrat","No income data","No tests reported","Insufficient data","Insufficient data","0.96 %","294.6 per 100k persons",28,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Niue","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norfolk Island","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Pitcairn Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Helena","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Pierre and Miquelon","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint-Barthélemy","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"South Georgia and the South Sandwich Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Wallis and Futuna","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",10,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Anguilla","No income data","No tests reported","Insufficient data","Insufficient data","1.93 %","270.8 per 100k persons",101,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Vatican City","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Western Sahara","No income data","October 13, 2021","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
