"Country","Socioeconomic status","Date tests last reported","Test positivity rate (%)","Average daily tests","% of cases sequenced","Number of sequences","Cumulative number of sequences entire pandemic","Test Archetype","Sequencing Archetype"
"Nicaragua","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.59 %","1.7 per 100k persons",566,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Niger","Low income","May 19, 2022","2.7 %","0.02 per 1,000 persons","3.87 %","0.5 per 100k persons",341,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Nigeria","Lower middle income","July 20, 2022","3 %","0.04 per 1,000 persons","5.73 %","2.3 per 100k persons",6751,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"North Korea","Low income","No tests reported","Insufficient data","Insufficient data","0 %","Insufficient data",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"North Macedonia","Upper middle income","February 24, 2022","15.7 %","2.03 per 1,000 persons","0.13 %","10.7 per 100k persons",924,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Northern Mariana Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",3033,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norway","High income","January 22, 2022","14.5 %","3.39 per 1,000 persons","3.52 %","858.9 per 100k persons",69029,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Oman","High income","May 28, 2021","Insufficient data","Insufficient data","0.18 %","4 per 100k persons",901,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Pakistan","Lower middle income","July 31, 2022","3.9 %","0.17 per 1,000 persons","0.46 %","1 per 100k persons",3545,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Palau","High income","No tests reported","Insufficient data","Insufficient data","0.66 %","Insufficient data",35,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Palestine","Lower middle income","February 03, 2022","21.2 %","1.13 per 1,000 persons","0 %","0 per 100k persons",129,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Panama","High income","July 16, 2022","15.1 %","2.2 per 1,000 persons","0.54 %","63.8 per 100k persons",5110,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Papua New Guinea","Lower middle income","November 28, 2021","16.9 %","0.09 per 1,000 persons","9.15 %","24.9 per 100k persons",4382,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Paraguay","Upper middle income","March 27, 2022","21 %","0.54 per 1,000 persons","0.56 %","21.1 per 100k persons",2104,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Peru","Upper middle income","July 29, 2022","10.3 %","1.43 per 1,000 persons","1.05 %","56.1 per 100k persons",25819,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Philippines","Lower middle income","July 31, 2022","14.8 %","0.37 per 1,000 persons","0.46 %","8.8 per 100k persons",21155,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Poland","High income","July 20, 2022","17.5 %","1.34 per 1,000 persons","2.04 %","169.9 per 100k persons",83822,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Portugal","High income","June 02, 2022","13.6 %","8.83 per 1,000 persons","0.59 %","250.5 per 100k persons",39860,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Puerto Rico","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",11429,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Qatar","High income","July 31, 2022","12.7 %","1.35 per 1,000 persons","1.09 %","73.7 per 100k persons",4901,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Republic of the Congo","Lower middle income","July 04, 2022","4.6 %","0.13 per 1,000 persons","2.33 %","4.6 per 100k persons",610,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Romania","High income","June 27, 2022","14.2 %","2.02 per 1,000 persons","0.6 %","61.2 per 100k persons",15495,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Russia","Upper middle income","July 25, 2022","8.9 %","2.58 per 1,000 persons","0.08 %","6.7 per 100k persons",19528,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Rwanda","Low income","July 29, 2022","1.8 %","0.76 per 1,000 persons","0.28 %","1.2 per 100k persons",786,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Kitts and Nevis","High income","August 01, 2022","6.4 %","4.75 per 1,000 persons","1.01 %","123.9 per 100k persons",74,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Lucia","Upper middle income","July 31, 2022","15.4 %","2.15 per 1,000 persons","0.51 %","63.5 per 100k persons",184,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Vincent and the Grenadines","Upper middle income","July 31, 2022","21 %","1.03 per 1,000 persons","2.31 %","190.7 per 100k persons",217,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Samoa","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"San Marino","High income","July 25, 2022","15.9 %","7.43 per 1,000 persons","0 %","0 per 100k persons",0,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"São Tomé and Príncipe","Lower middle income","July 20, 2022","11.6 %","0.4 per 1,000 persons","0 %","0 per 100k persons",10,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saudi Arabia","High income","July 31, 2022","1.5 %","1.5 per 1,000 persons","0.01 %","0.1 per 100k persons",1193,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Senegal","Lower middle income","July 31, 2022","4.8 %","0.09 per 1,000 persons","3.37 %","4.9 per 100k persons",4008,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Serbia","Upper middle income","July 31, 2022","25.1 %","1.74 per 1,000 persons","0.06 %","12 per 100k persons",1367,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Seychelles","High income","December 21, 2020","Insufficient data","Insufficient data","4.68 %","1190 per 100k persons",1413,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sierra Leone","Low income","July 20, 2022","0.6 %","0.08 per 1,000 persons","0.21 %","0 per 100k persons",61,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Singapore","High income","July 26, 2022","3.3 %","23.03 per 1,000 persons","0.95 %","288 per 100k persons",20478,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sint Maarten (Dutch part)","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2541,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Slovakia","High income","July 31, 2022","16.8 %","5.41 per 1,000 persons","1.82 %","602.7 per 100k persons",38629,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Slovenia","High income","July 31, 2022","6.4 %","16.97 per 1,000 persons","5.86 %","2276.6 per 100k persons",70707,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Solomon Islands","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.1 %","33.3 per 100k persons",246,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Somalia","Low income","July 05, 2022","3.2 %","0.07 per 1,000 persons","0 %","0 per 100k persons",35,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Africa","Upper middle income","July 31, 2022","14.1 %","0.52 per 1,000 persons","1.57 %","40.4 per 100k persons",44023,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"South Korea","High income","October 31, 2021","4.1 %","0.87 per 1,000 persons","0.27 %","102.4 per 100k persons",68477,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"South Sudan","Low income","July 17, 2022","2.9 %","0.06 per 1,000 persons","1.17 %","0.7 per 100k persons",170,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Spain","High income","July 29, 2022","20.4 %","2.54 per 1,000 persons","0.96 %","177.9 per 100k persons",144838,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sri Lanka","Lower middle income","June 16, 2022","11.7 %","0.45 per 1,000 persons","0.71 %","11.6 per 100k persons",3416,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Martin","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Sudan","Low income","October 27, 2021","1.5 %","0.06 per 1,000 persons","0 %","0 per 100k persons",112,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Suriname","Upper middle income","No tests reported","Insufficient data","Insufficient data","0.95 %","86.1 per 100k persons",1116,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sweden","High income","May 10, 2021","Insufficient data","Insufficient data","7.08 %","973.3 per 100k persons",198380,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Switzerland","High income","July 26, 2022","24.2 %","4.24 per 1,000 persons","2.87 %","1067.1 per 100k persons",144608,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Syria","Low income","No tests reported","Insufficient data","Insufficient data","0.29 %","0.4 per 100k persons",89,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Taiwan","High income","July 31, 2022","23.8 %","2.18 per 1,000 persons","0 %","0.9 per 100k persons",527,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Tajikistan","Low income","March 30, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tanzania","Lower middle income","No tests reported","Insufficient data","Insufficient data","0.01 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Thailand","Upper middle income","August 01, 2022","27.4 %","0.58 per 1,000 persons","0.5 %","27.8 per 100k persons",24225,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Bahamas","High income","July 28, 2022","17.4 %","0.89 per 1,000 persons","0.66 %","35.5 per 100k persons",263,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Gambia","Low income","March 24, 2022","6.2 %","0.12 per 1,000 persons","10.19 %","16.9 per 100k persons",1240,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Togo","Low income","July 31, 2022","6.1 %","0.12 per 1,000 persons","1.98 %","5.1 per 100k persons",811,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tonga","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Trinidad and Tobago","High income","July 31, 2022","25.7 %","1.01 per 1,000 persons","1.83 %","158.8 per 100k persons",3220,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Tunisia","Lower middle income","July 26, 2022","20.6 %","0.61 per 1,000 persons","0.11 %","4.7 per 100k persons",1247,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkey","Upper middle income","July 31, 2022","12.1 %","2.7 per 1,000 persons","0.78 %","93.2 per 100k persons",94646,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Turkmenistan","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Turks and Caicos Islands","High income","No tests reported","Insufficient data","Insufficient data","1.07 %","90.9 per 100k persons",72,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Tuvalu","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Uganda","Low income","July 15, 2022","5.6 %","0.08 per 1,000 persons","0.52 %","0.9 per 100k persons",1265,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Ukraine","Lower middle income","June 15, 2022","36 %","0.58 per 1,000 persons","0.02 %","1.2 per 100k persons",883,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Arab Emirates","High income","July 02, 2022","0.3 %","31.56 per 1,000 persons","0 %","0 per 100k persons",2615,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Kingdom","High income","May 23, 2022","6 %","13.6 per 1,000 persons","12.5 %","3093.9 per 100k persons",2775321,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"United States of America","High income","July 31, 2022","11.7 %","3.98 per 1,000 persons","4.84 %","806.9 per 100k persons",3743236,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Uruguay","High income","April 18, 2022","16.9 %","3.33 per 1,000 persons","0.02 %","2.8 per 100k persons",942,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Uzbekistan","Lower middle income","July 14, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",90,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Vanuatu","Lower middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Venezuela","Upper middle income","May 30, 2021","Insufficient data","Insufficient data","0.15 %","1.2 per 100k persons",590,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Vietnam","Lower middle income","May 08, 2021","Insufficient data","Insufficient data","0.05 %","4.9 per 100k persons",5130,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"U.S. Virgin Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2154,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Yemen","Low income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Zambia","Lower middle income","July 31, 2022","8.7 %","0.23 per 1,000 persons","0.35 %","2.4 per 100k persons",1524,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Zimbabwe","Lower middle income","July 31, 2022","10.9 %","0.25 per 1,000 persons","0.19 %","1.7 per 100k persons",930,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"British Indian Ocean Territory","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Cook Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Falkland Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"French Southern and Antarctic Lands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Guernsey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Heard Island and McDonald Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Jersey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Montserrat","No income data","No tests reported","Insufficient data","Insufficient data","2.13 %","498.1 per 100k persons",28,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Niue","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norfolk Island","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Pitcairn Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Helena","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Pierre and Miquelon","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint-Barthélemy","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"South Georgia and the South Sandwich Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Wallis and Futuna","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",10,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Anguilla","No income data","No tests reported","Insufficient data","Insufficient data","2.13 %","469.8 per 100k persons",85,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Vatican City","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Western Sahara","No income data","October 13, 2021","No cases reported","0.04 per 1,000 persons","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
