"Country","Socioeconomic status","Date tests last reported","Test positivity rate (%)","Average daily tests","% of cases sequenced","Number of sequences","Cumulative number of sequences entire pandemic","Test Archetype","Sequencing Archetype"
"Nicaragua","Lower middle income","No tests reported","Insufficient data","Insufficient data","8.22 %","2.7 per 100k persons",867,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Niger","Low income","October 31, 2022","2.5 %","0.01 per 1,000 persons","4.35 %","0.5 per 100k persons",343,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Nigeria","Lower middle income","October 16, 2022","2.4 %","0.03 per 1,000 persons","6.13 %","1.5 per 100k persons",7308,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"North Korea","Low income","No tests reported","Insufficient data","Insufficient data","0 %","Insufficient data",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"North Macedonia","Upper middle income","February 24, 2022","19.7 %","1.94 per 1,000 persons","0.15 %","10.3 per 100k persons",924,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Northern Mariana Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",3380,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norway","High income","October 30, 2022","39 %","1.63 per 1,000 persons","3.01 %","695.4 per 100k persons",72882,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Oman","High income","May 28, 2021","Insufficient data","Insufficient data","0.11 %","2.2 per 100k persons",917,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Pakistan","Lower middle income","October 28, 2022","3 %","0.13 per 1,000 persons","0.86 %","1.1 per 100k persons",5562,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Palau","High income","No tests reported","Insufficient data","Insufficient data","0.64 %","193.5 per 100k persons",47,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Palestine","Lower middle income","February 03, 2022","21.2 %","0.9 per 1,000 persons","0 %","0 per 100k persons",129,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Panama","High income","October 15, 2022","16.8 %","2.02 per 1,000 persons","0.57 %","67.1 per 100k persons",6110,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Papua New Guinea","Lower middle income","November 28, 2021","15.3 %","0.15 per 1,000 persons","4.87 %","7.5 per 100k persons",4382,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Paraguay","Upper middle income","March 27, 2022","26.2 %","0.67 per 1,000 persons","0.66 %","25 per 100k persons",2743,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Peru","Upper middle income","October 24, 2022","11.8 %","1.4 per 1,000 persons","1.17 %","67.1 per 100k persons",34980,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Philippines","Lower middle income","October 30, 2022","11.8 %","0.26 per 1,000 persons","0.75 %","7.9 per 100k persons",22470,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Poland","High income","October 19, 2022","21.6 %","1.15 per 1,000 persons","1.79 %","148.5 per 100k persons",88223,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Portugal","High income","June 02, 2022","15.8 %","10.45 per 1,000 persons","0.5 %","214.8 per 100k persons",42998,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Puerto Rico","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",15594,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Qatar","High income","October 31, 2022","18.9 %","1.15 per 1,000 persons","0.36 %","30.8 per 100k persons",5049,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Republic of the Congo","Lower middle income","July 04, 2022","4 %","0.13 per 1,000 persons","2.26 %","2.7 per 100k persons",617,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Romania","High income","June 27, 2022","14.8 %","1.89 per 1,000 persons","0.64 %","52.7 per 100k persons",18672,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Russia","Upper middle income","October 23, 2022","11.8 %","2.06 per 1,000 persons","0.17 %","14.8 per 100k persons",34635,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Rwanda","Low income","October 07, 2022","1.2 %","0.61 per 1,000 persons","0.27 %","0.6 per 100k persons",786,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Kitts and Nevis","High income","October 28, 2022","4.7 %","4.33 per 1,000 persons","0.77 %","62.9 per 100k persons",74,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Lucia","Upper middle income","October 08, 2022","13.5 %","1.99 per 1,000 persons","0.83 %","78.4 per 100k persons",239,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Vincent and the Grenadines","Upper middle income","August 28, 2022","20.3 %","0.9 per 1,000 persons","2.18 %","126 per 100k persons",222,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Samoa","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"San Marino","High income","October 31, 2022","17.9 %","7.21 per 1,000 persons","0 %","0 per 100k persons",0,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"São Tomé and Príncipe","Lower middle income","October 31, 2022","11.4 %","0.28 per 1,000 persons","0.04 %","0.4 per 100k persons",11,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saudi Arabia","High income","October 31, 2022","1.9 %","1.13 per 1,000 persons","0.02 %","0.1 per 100k persons",1252,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Senegal","Lower middle income","October 31, 2022","3.4 %","0.07 per 1,000 persons","12.82 %","10.9 per 100k persons",5833,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Serbia","Upper middle income","October 31, 2022","25 %","1.59 per 1,000 persons","0.1 %","19 per 100k persons",1912,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Seychelles","High income","December 21, 2020","Insufficient data","Insufficient data","3.51 %","876.5 per 100k persons",1484,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sierra Leone","Low income","September 15, 2022","0.7 %","0.08 per 1,000 persons","0.15 %","0 per 100k persons",126,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Singapore","High income","October 25, 2022","4.7 %","19.18 per 1,000 persons","0.86 %","289.1 per 100k persons",25596,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sint Maarten (Dutch part)","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2649,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Slovakia","High income","October 30, 2022","21.1 %","4.19 per 1,000 persons","1.78 %","549.8 per 100k persons",44068,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Slovenia","High income","October 31, 2022","8.2 %","14.42 per 1,000 persons","4.32 %","1828.2 per 100k persons",77492,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Solomon Islands","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.1 %","32.6 per 100k persons",246,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Somalia","Low income","July 05, 2022","2.6 %","0.05 per 1,000 persons","0.06 %","0 per 100k persons",45,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Africa","Upper middle income","October 14, 2022","14.3 %","0.37 per 1,000 persons","1.91 %","34.8 per 100k persons",47026,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"South Korea","High income","October 31, 2021","4.7 %","0.87 per 1,000 persons","0.27 %","132.3 per 100k persons",94924,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"South Sudan","Low income","July 17, 2022","3.1 %","0.06 per 1,000 persons","0.63 %","0.3 per 100k persons",170,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Spain","High income","October 31, 2022","23.8 %","2.1 per 1,000 persons","1 %","178.6 per 100k persons",164616,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sri Lanka","Lower middle income","June 16, 2022","7.4 %","0.34 per 1,000 persons","1.34 %","7.9 per 100k persons",3532,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Saint Martin","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Sudan","Low income","October 27, 2021","Insufficient data","Insufficient data","0.58 %","0.3 per 100k persons",347,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Suriname","Upper middle income","No tests reported","Insufficient data","Insufficient data","0.77 %","40.1 per 100k persons",1116,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sweden","High income","May 10, 2021","Insufficient data","Insufficient data","6.47 %","882.7 per 100k persons",219412,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Switzerland","High income","October 25, 2022","29.1 %","3.68 per 1,000 persons","2.07 %","792.7 per 100k persons",152303,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Syria","Low income","No tests reported","Insufficient data","Insufficient data","0.77 %","0.5 per 100k persons",106,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Taiwan","High income","November 01, 2022","37.8 %","2.33 per 1,000 persons","0.03 %","8.9 per 100k persons",2520,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Tajikistan","Low income","March 30, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tanzania","Lower middle income","No tests reported","Insufficient data","Insufficient data","0.01 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Thailand","Upper middle income","October 26, 2022","26.7 %","0.42 per 1,000 persons","0.68 %","26.3 per 100k persons",28206,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Bahamas","High income","October 26, 2022","15.2 %","0.7 per 1,000 persons","0.25 %","9.3 per 100k persons",263,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"The Gambia","Low income","October 02, 2022","4.2 %","0.07 per 1,000 persons","13.24 %","12.8 per 100k persons",1415,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Togo","Low income","October 31, 2022","5.3 %","0.08 per 1,000 persons","1.85 %","2.8 per 100k persons",811,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tonga","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Trinidad and Tobago","High income","September 21, 2022","30.3 %","0.91 per 1,000 persons","1.87 %","155.8 per 100k persons",4072,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Tunisia","Lower middle income","October 31, 2022","22.9 %","0.44 per 1,000 persons","0.09 %","3.1 per 100k persons",1444,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkey","Upper middle income","October 31, 2022","15.9 %","1.82 per 1,000 persons","0.33 %","33.9 per 100k persons",98231,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkmenistan","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Turks and Caicos Islands","High income","No tests reported","Insufficient data","Insufficient data","0.75 %","56.9 per 100k persons",72,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Tuvalu","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Uganda","Low income","October 07, 2022","3.7 %","0.07 per 1,000 persons","0.8 %","0.7 per 100k persons",1287,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Ukraine","Lower middle income","June 15, 2022","43.4 %","0.52 per 1,000 persons","0.03 %","2.1 per 100k persons",1316,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Arab Emirates","High income","June 30, 2022","0.3 %","32.11 per 1,000 persons","0 %","0 per 100k persons",2615,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Kingdom","High income","May 23, 2022","7.2 %","13.38 per 1,000 persons","11.72 %","2423.2 per 100k persons",2842479,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"United States of America","High income","September 21, 2022","13.6 %","3.4 per 1,000 persons","4.47 %","678.6 per 100k persons",4189250,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Uruguay","High income","April 18, 2022","22.1 %","3.83 per 1,000 persons","0.01 %","1.7 per 100k persons",942,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Uzbekistan","Lower middle income","July 14, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",90,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Vanuatu","Lower middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",1,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Venezuela","Upper middle income","May 30, 2021","Insufficient data","Insufficient data","0.2 %","1 per 100k persons",813,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Vietnam","Lower middle income","May 08, 2021","Insufficient data","Insufficient data","0.05 %","5 per 100k persons",6598,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"U.S. Virgin Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2313,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Yemen","Low income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Zambia","Lower middle income","October 31, 2022","10.7 %","0.17 per 1,000 persons","0.35 %","2.2 per 100k persons",1547,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Zimbabwe","Lower middle income","October 31, 2022","12.1 %","0.19 per 1,000 persons","0.2 %","1.5 per 100k persons",959,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"British Indian Ocean Territory","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Cook Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Falkland Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"French Southern and Antarctic Lands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Guernsey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Heard Island and McDonald Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Jersey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Montserrat","No income data","No tests reported","Insufficient data","Insufficient data","0.95 %","294.6 per 100k persons",28,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Niue","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norfolk Island","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Pitcairn Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Helena","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Pierre and Miquelon","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint-Barthélemy","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"South Georgia and the South Sandwich Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Wallis and Futuna","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",10,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Anguilla","No income data","No tests reported","Insufficient data","Insufficient data","2.22 %","409.4 per 100k persons",101,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Vatican City","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Western Sahara","No income data","October 13, 2021","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
