"Country","Socioeconomic status","Date tests last reported","Test positivity rate (%)","Average daily tests","% of cases sequenced","Number of sequences","Cumulative number of sequences entire pandemic","Test Archetype","Sequencing Archetype"
"New Zealand","High income","June 01, 2022","23 %","2.87 per 1,000 persons","0.96 %","218.9 per 100k persons",12319,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Nicaragua","Lower middle income","No tests reported","Insufficient data","Insufficient data","2.37 %","3.9 per 100k persons",564,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Niger","Low income","May 19, 2022","2.5 %","0.02 per 1,000 persons","1.77 %","0.3 per 100k persons",258,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Nigeria","Lower middle income","May 27, 2022","2.9 %","0.04 per 1,000 persons","5.55 %","2.4 per 100k persons",6283,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"North Korea","Low income","No tests reported","Insufficient data","Insufficient data","0 %","Insufficient data",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"North Macedonia","Upper middle income","February 24, 2022","13.2 %","1.88 per 1,000 persons","0.15 %","11.1 per 100k persons",875,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Northern Mariana Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2998,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norway","High income","January 22, 2022","11.8 %","3.19 per 1,000 persons","3.5 %","837.4 per 100k persons",64260,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Oman","High income","May 28, 2021","Insufficient data","Insufficient data","0.22 %","7.4 per 100k persons",901,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Pakistan","Lower middle income","May 31, 2022","3.9 %","0.19 per 1,000 persons","0.35 %","0.9 per 100k persons",2828,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Palau","High income","No tests reported","Insufficient data","Insufficient data","0.69 %","Insufficient data",35,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Palestine","Lower middle income","February 03, 2022","19.1 %","0.99 per 1,000 persons","0 %","0 per 100k persons",129,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Panama","High income","May 30, 2022","13.2 %","2.28 per 1,000 persons","0.51 %","55.8 per 100k persons",4050,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Papua New Guinea","Lower middle income","November 28, 2021","14.4 %","0.08 per 1,000 persons","8.89 %","27.9 per 100k persons",4382,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Paraguay","Upper middle income","March 27, 2022","22.5 %","0.61 per 1,000 persons","0.27 %","11 per 100k persons",1272,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Peru","Upper middle income","May 19, 2022","9.3 %","1.49 per 1,000 persons","1.01 %","49.3 per 100k persons",20703,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Philippines","Lower middle income","May 31, 2022","14.7 %","0.42 per 1,000 persons","0.34 %","7.5 per 100k persons",15393,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Poland","High income","May 25, 2022","15.3 %","1.5 per 1,000 persons","2.09 %","173 per 100k persons",82877,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Portugal","High income","May 31, 2022","12.2 %","8.32 per 1,000 persons","0.7 %","265.8 per 100k persons",35836,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Puerto Rico","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",9247,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Qatar","High income","May 31, 2022","10 %","1.44 per 1,000 persons","1.32 %","67.9 per 100k persons",4862,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Republic of the Congo","Lower middle income","May 01, 2022","5.1 %","0.13 per 1,000 persons","2.76 %","6.1 per 100k persons",594,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Romania","High income","May 31, 2022","13 %","2.01 per 1,000 persons","0.61 %","58.7 per 100k persons",14453,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Russia","Upper middle income","May 30, 2022","8.3 %","2.95 per 1,000 persons","0.09 %","7.9 per 100k persons",18846,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Rwanda","Low income","May 27, 2022","2.6 %","0.84 per 1,000 persons","0.41 %","3.2 per 100k persons",786,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Kitts and Nevis","High income","May 30, 2022","8.6 %","3.4 per 1,000 persons","1.24 %","130.7 per 100k persons",74,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Lucia","Upper middle income","June 01, 2022","13.2 %","2.32 per 1,000 persons","0.42 %","47.2 per 100k persons",146,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint Vincent and the Grenadines","Upper middle income","July 06, 2021","3.3 %","1.54 per 1,000 persons","2.5 %","183.3 per 100k persons",217,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Samoa","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"San Marino","High income","May 30, 2022","13.3 %","7.29 per 1,000 persons","0 %","0 per 100k persons",0,"Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"São Tomé and Príncipe","Lower middle income","May 31, 2022","12.6 %","0.36 per 1,000 persons","0.16 %","2.7 per 100k persons",10,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saudi Arabia","High income","May 31, 2022","1.4 %","1.85 per 1,000 persons","0.02 %","0.1 per 100k persons",1192,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Senegal","Lower middle income","May 31, 2022","7 %","0.11 per 1,000 persons","4.07 %","10.6 per 100k persons",3807,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Serbia","Upper middle income","May 31, 2022","23.5 %","1.74 per 1,000 persons","0.03 %","5.7 per 100k persons",888,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Seychelles","High income","December 21, 2020","Insufficient data","Insufficient data","3.94 %","1290.1 per 100k persons",1353,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sierra Leone","Low income","May 31, 2022","1.4 %","0.09 per 1,000 persons","0.65 %","0.3 per 100k persons",61,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Singapore","High income","May 31, 2022","2.4 %","23.98 per 1,000 persons","1.14 %","258.9 per 100k persons",17178,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Sint Maarten (Dutch part)","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",2457,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Slovakia","High income","May 31, 2022","13.7 %","6.49 per 1,000 persons","1.83 %","594.1 per 100k persons",36711,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Slovenia","High income","May 31, 2022","5.4 %","18.75 per 1,000 persons","6.13 %","2273.2 per 100k persons",67036,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Solomon Islands","Lower middle income","No tests reported","Insufficient data","Insufficient data","1.26 %","32.4 per 100k persons",238,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Somalia","Low income","January 10, 2022","3.5 %","0.08 per 1,000 persons","0 %","0 per 100k persons",35,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"South Africa","Upper middle income","May 31, 2022","16.8 %","0.63 per 1,000 persons","1.29 %","48.9 per 100k persons",41395,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"South Korea","High income","October 31, 2021","3.7 %","0.77 per 1,000 persons","0.26 %","92.2 per 100k persons",56103,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"South Sudan","Low income","May 27, 2022","3 %","0.06 per 1,000 persons","1.57 %","1 per 100k persons",170,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Spain","High income","November 15, 2021","7.1 %","2.47 per 1,000 persons","1.04 %","192.4 per 100k persons",130443,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sri Lanka","Lower middle income","May 31, 2022","11.4 %","0.54 per 1,000 persons","0.6 %","13.4 per 100k persons",3376,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Saint Martin","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Sudan","Low income","October 27, 2021","1.7 %","0.05 per 1,000 persons","0.04 %","0 per 100k persons",112,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Suriname","Upper middle income","No tests reported","Insufficient data","Insufficient data","0.98 %","108.5 per 100k persons",1058,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Sweden","High income","May 10, 2021","Insufficient data","Insufficient data","7.49 %","1060.9 per 100k persons",190321,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Switzerland","High income","May 31, 2022","21.4 %","4.41 per 1,000 persons","3.2 %","1093.5 per 100k persons",140031,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Syria","Low income","No tests reported","Insufficient data","Insufficient data","0.28 %","0.5 per 100k persons",89,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Taiwan","High income","May 31, 2022","10.8 %","1.99 per 1,000 persons","0.01 %","0.5 per 100k persons",342,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Tajikistan","Low income","March 30, 2020","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tanzania","Lower middle income","No tests reported","Insufficient data","Insufficient data","0.01 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Thailand","Upper middle income","April 25, 2022","23.3 %","0.75 per 1,000 persons","0.43 %","26.7 per 100k persons",21292,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"The Bahamas","High income","May 30, 2022","16.3 %","0.98 per 1,000 persons","0.83 %","48.4 per 100k persons",263,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"The Gambia","Low income","March 24, 2022","6.9 %","0.12 per 1,000 persons","10.95 %","26.5 per 100k persons",1240,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Togo","Low income","May 31, 2022","5.8 %","0.13 per 1,000 persons","2.5 %","7 per 100k persons",811,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Tonga","Upper middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Trinidad and Tobago","High income","April 25, 2022","23.6 %","1.12 per 1,000 persons","1.59 %","155.9 per 100k persons",2854,"Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Tunisia","Lower middle income","May 27, 2022","22.2 %","0.74 per 1,000 persons","0.11 %","6.2 per 100k persons",1247,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Turkey","Upper middle income","May 31, 2022","10.5 %","3.05 per 1,000 persons","0.86 %","99.5 per 100k persons",91107,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Turkmenistan","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Turks and Caicos Islands","High income","No tests reported","Insufficient data","Insufficient data","1.35 %","127.5 per 100k persons",72,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Tuvalu","Upper middle income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Uganda","Low income","May 31, 2022","7.4 %","0.1 per 1,000 persons","0.38 %","0.9 per 100k persons",975,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Ukraine","Lower middle income","February 18, 2022","28.7 %","0.79 per 1,000 persons","0.02 %","1.2 per 100k persons",781,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Arab Emirates","High income","May 24, 2022","0.3 %","31.24 per 1,000 persons","0.01 %","0.2 per 100k persons",2614,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"United Kingdom","High income","May 23, 2022","5.3 %","13.78 per 1,000 persons","13.07 %","3265.4 per 100k persons",2690160,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"United States of America","High income","May 31, 2022","10.7 %","3.92 per 1,000 persons","5.11 %","779.4 per 100k persons",3349874,"Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels"
"Uruguay","High income","April 18, 2022","15.7 %","3.43 per 1,000 persons","0.01 %","2.7 per 100k persons",935,"Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Uzbekistan","Lower middle income","July 14, 2020","Insufficient data","Insufficient data","0.04 %","0.2 per 100k persons",90,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Vanuatu","Lower middle income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",2,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Venezuela","Upper middle income","May 30, 2021","Insufficient data","0.01 per 1,000 persons","0.13 %","1.3 per 100k persons",557,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Vietnam","Lower middle income","May 08, 2021","Insufficient data","Insufficient data","0.04 %","4.4 per 100k persons",4547,"Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"U.S. Virgin Islands","High income","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",1828,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Yemen","Low income","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Zambia","Lower middle income","May 31, 2022","11.7 %","0.29 per 1,000 persons","0.25 %","3 per 100k persons",1393,"Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity"
"Zimbabwe","Lower middle income","May 31, 2022","12.1 %","0.32 per 1,000 persons","0.17 %","2.5 per 100k persons",930,"Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"British Indian Ocean Territory","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Cook Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Falkland Islands","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"French Southern and Antarctic Lands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Guernsey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Heard Island and McDonald Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Jersey","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Montserrat","No income data","No tests reported","Insufficient data","Insufficient data","1.56 %","301.1 per 100k persons",19,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Niue","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Norfolk Island","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Pitcairn Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Helena","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Saint Pierre and Miquelon","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Saint-Barthélemy","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"South Georgia and the South Sandwich Islands","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Wallis and Futuna","No income data","No tests reported","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons",10,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
"Anguilla","No income data","No tests reported","Insufficient data","Insufficient data","2.29 %","469.4 per 100k persons",78,"Insufficient testing data","Sustain - Sustain current sequencing levels"
"Vatican City","No income data","No tests reported","Insufficient data","Insufficient data","0 %","0 per 100k persons",0,"Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch"
"Western Sahara","No income data","October 13, 2021","No cases reported","0.03 per 1,000 persons","Insufficient data","Insufficient data",0,"Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics"
