"country","code","population_size","world_bank_economies","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","sars_cov_2_binary"
"Palestine","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Panama","PAN",4315000,"High income",0.58,69.911,"Meets sequencing target"
"Papua New Guinea","PNG",8947000,"Lower middle income",7.51,20.353,"Meets sequencing target"
"Paraguay","PRY",7133000,"Upper middle income",0.47,18.005,"Does not meet sequencing target"
"Peru","PER",32972000,"Upper middle income",1.08,62.381,"Meets sequencing target"
"Philippines","PHL",109581000,"Lower middle income",0.46,7.558,"Does not meet sequencing target"
"Poland","POL",37847000,"High income",1.98,170.075,"Meets sequencing target"
"Portugal","PRT",10197000,"High income",0.56,236.596,"Meets sequencing target"
"Qatar","QAT",2881000,"High income",0.63,45.829,"Meets sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Republic of the Congo","COG",5518000,"Lower middle income",2.27,4.37,"Does not meet sequencing target"
"Romania","ROU",19238000,"High income",0.55,59.932,"Meets sequencing target"
"Russia","RUS",145934000,"Upper middle income",0.1,8.544,"Does not meet sequencing target"
"Rwanda","RWA",12952000,"Low income",0.24,0.802,"Does not meet sequencing target"
"Saint Helena","SHN",NaN,"No income data",0,0,"Does not meet sequencing target"
"Saint Kitts and Nevis","KNA",53000,"High income",0.8,90.325,"Meets sequencing target"
"Saint Lucia","LCA",184000,"Upper middle income",0.58,65.683,"Meets sequencing target"
"Saint Pierre and Miquelon","SPM",NaN,"No income data",0,0,"Does not meet sequencing target"
"Saint Vincent and the Grenadines","VCT",111000,"Upper middle income",2.19,181.152,"Meets sequencing target"
"Samoa","WSM",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"San Marino","SMR",34000,"High income",0,0,"Does not meet sequencing target"
"São Tomé and Príncipe","STP",219000,"Lower middle income",0.03,0.448,"Does not meet sequencing target"
"Saudi Arabia","SAU",34814000,"High income",0.02,0.114,"Does not meet sequencing target"
"Senegal","SEN",16744000,"Lower middle income",11.81,10.618,"Meets sequencing target"
"Serbia","SRB",8737000,"Upper middle income",0.07,15.732,"Does not meet sequencing target"
"Seychelles","SYC",98000,"High income",4.23,1031.276,"Meets sequencing target"
"Sierra Leone","SLE",7977000,"Low income",0.22,0.036,"Does not meet sequencing target"
"Singapore","SGP",5850000,"High income",0.88,285.958,"Meets sequencing target"
"Slovakia","SVK",5460000,"High income",1.89,624.915,"Meets sequencing target"
"Slovenia","SVN",2079000,"High income",5.2,2105.256,"Meets sequencing target"
"Solomon Islands","SLB",NaN,"Lower middle income",1.1,33.34,"Meets sequencing target"
"Somalia","SOM",15893000,"Low income",0.09,0.053,"Does not meet sequencing target"
"South Africa","ZAF",59309000,"Upper middle income",1.81,36.771,"Meets sequencing target"
"South Korea","KOR",51269000,"High income",0.25,109.778,"Does not meet sequencing target"
"South Sudan","SSD",11194000,"Low income",1.11,0.661,"Does not meet sequencing target"
"Spain","ESP",46755000,"High income",0.98,175.341,"Meets sequencing target"
"Sri Lanka","LKA",21413000,"Lower middle income",1.02,10.618,"Meets sequencing target"
"Sudan","SDN",43849000,"Low income",0.52,0.293,"Does not meet sequencing target"
"Suriname","SUR",NaN,"Upper middle income",0.79,66.56,"Meets sequencing target"
"Sweden","SWE",10099000,"High income",6.79,931.204,"Meets sequencing target"
"Switzerland","CHE",8655000,"High income",2.54,951.917,"Meets sequencing target"
"Syria","SYR",NaN,"Low income",0.31,0.417,"Does not meet sequencing target"
"Taiwan","TWN",23817000,"High income",0.04,8.847,"Does not meet sequencing target"
"Tajikistan","TJK",9538000,"Low income",0,0,"Does not meet sequencing target"
"Tanzania","TZA",NaN,"Lower middle income",0.01,0.003,"Does not meet sequencing target"
"Thailand","THA",69800000,"Upper middle income",0.59,28.213,"Meets sequencing target"
"The Bahamas","BHS",393000,"High income",0.31,14.219,"Does not meet sequencing target"
"The Gambia","GMB",2417000,"Low income",12.94,12.728,"Meets sequencing target"
"Togo","TGO",8279000,"Low income",1.78,3.493,"Does not meet sequencing target"
"Tonga","TON",NaN,"Upper middle income",0,0,"Does not meet sequencing target"
"Trinidad and Tobago","TTO",1399000,"High income",1.85,163.011,"Meets sequencing target"
"Tunisia","TUN",11819000,"Lower middle income",0.1,3.857,"Does not meet sequencing target"
"Turkey","TUR",84339000,"Upper middle income",0.35,41.785,"Does not meet sequencing target"
"Turks and Caicos Islands","TCA",NaN,"High income",1.1,90.881,"Meets sequencing target"
"Uganda","UGA",45741000,"Low income",0.71,0.768,"Does not meet sequencing target"
"Ukraine","UKR",43734000,"Lower middle income",0.02,1.544,"Does not meet sequencing target"
"United Arab Emirates","ARE",9890000,"High income",0,0.011,"Does not meet sequencing target"
"United Kingdom","GBR",67886000,"High income",12.3,2897.37,"Meets sequencing target"
"United States of America","USA",331003000,"High income",4.65,757.75,"Meets sequencing target"
"Uruguay","URY",3474000,"High income",0.02,2.802,"Does not meet sequencing target"
"Uzbekistan","UZB",33469000,"Lower middle income",0,0,"Does not meet sequencing target"
"Vanuatu","VUT",NaN,"Lower middle income",0,0,"Does not meet sequencing target"
"Vatican City","VAT",NaN,"No income data",0,0,"Does not meet sequencing target"
"Venezuela","VEN",28436000,"Upper middle income",0.14,1.043,"Does not meet sequencing target"
"Vietnam","VNM",97339000,"Lower middle income",0.04,4.568,"Does not meet sequencing target"
"Wallis and Futuna","WLF",NaN,"No income data",0,0,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"West Bank and Gaza","PSE",5101000,"Lower middle income",0,0.019,"Does not meet sequencing target"
"Yemen","YEM",NaN,"Low income",0,0,"Does not meet sequencing target"
"Zambia","ZMB",18384000,"Lower middle income",0.34,2.229,"Does not meet sequencing target"
"Zimbabwe","ZWE",14863000,"Lower middle income",0.19,1.576,"Does not meet sequencing target"
