"","name","code","region","ngs_capacity","facility_access","sequencing_capacity","date_tests_last_reported","rept_tests_within_last_6_months","days_since_tests_reported","tests_in_last_year_raw","cases_in_last_year_raw","tests_in_last_year_smoothed","cases_in_last_year_smoothed","cases_in_last_year_smoothed_truncated","avg_tpr_find","tpr_year_raw","tpr_year_smoothed","tpr_year_smoothed_truncated","tpr","avg_daily_test_per_1000_last_year_raw","avg_daily_tests_per_1000_last_year_smoothed","population_size","dx_testing_capacity","dx_testing_rec","dx_archetype","cases_in_last_year","cases_per_100k_last_year","sequences_in_last_year","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","cum_seq","cum_cases","cum_cases_per_100k","country","prev_test_rec","sars_cov_2_sequencing","old_archetype","world_bank_economies","LMIC_status","archetype_orig","archetype_orig_w_HICs","archetype_draft"
"52","Honduras","HND","Americas",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","December 22, 2021",TRUE,100,615318,231336,604154,232837,190730,0.291365881359903,0.375961697853793,0.38539345928356,0.315697653247351,31.5697653247351,0.170197146867847,0.227592727930263,9905000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",231336,2298.878,89,0.04,0.884,119,421082,NA,"Honduras","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"53","Hong Kong SAR, China","HKG","Western Pacific",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 29, 2022",TRUE,3,35054791,0,33296512,0,0,NA,0,0,0,0,12.8105273159492,12.1679765970315,7497000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",1145959,15172.638,1950,0.17,25.818,6302,1157439,NA,"Hong Kong SAR, China","Insufficient testing data","Does not meet sequencing target","Sustain","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"54","Hungary","HUN","Europe",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,6477786,1192477,6546898,1207234,1207234,0.131816075834092,0.184087124829378,0.18439786292684,0.18439786292684,18.439786292684,1.83720071471114,1.85680195127485,9660000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",1190150,12353.436,38,0,0.394,473,1851871,NA,"Hungary","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"55","India","IND","South-East Asia",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,544972337,30723904,546242278,30924641,30924641,0.0504687789130523,0.0563769973520693,0.0566134154119795,0.0566134154119795,5.66134154119795,1.08193519431133,1.08445641193893,1380004000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",30722644,2204.855,103821,0.34,7.451,131286,43025775,NA,"India","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"56","Indonesia","IDN","South-East Asia",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,88170131,4497894,83240401,4502294,4502294,0.0674581565757615,0.0510138064782959,0.0540878461169355,0.0540878461169355,5.40878461169355,0.883147375512664,0.833769223726931,273524000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",4494964,1626.478,13524,0.3,4.894,16230,6012818,NA,"Indonesia","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"57","Iran","IRN","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,37633938,5267170,36584349,5290362,5290362,0.152461352027631,0.139957981543149,0.144607247213829,0.144607247213829,14.4607247213829,1.22756276656453,1.19332674330819,83993000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",5264906,6191.912,451,0.01,0.53,1075,7162220,NA,"Iran","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"58","Iraq","IRQ","Eastern Mediterranean",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 25, 2022",TRUE,7,10286841,1462969,10325327,1479940,1478561,0.125077985136202,0.142217518478219,0.14333105382522,0.14319749873297,14.319749873297,0.700671904815585,0.711086041578587,40223000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",1462611,3551.807,118,0.01,0.287,371,2319550,NA,"Iraq","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"59","Isle of Man","IMN","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",27018,31633.298,0,0,0,0,28588,NA,"Isle of Man","Insufficient testing data","Does not meet sequencing target","Connect/Build","High income","High Income","Connect","Connect/Build","Sequence"
"60","Ivory Coast","CIV","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,952350,37852,958959,38395,38395,0.0379833466394299,0.0397458917414816,0.0400382080985736,0.0400382080985736,4.00382080985736,0.0989149322235113,0.0996013697591497,26378000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",37852,139.915,127,0.34,0.469,604,81775,NA,"Ivory Coast","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"61","Ivory Coast","CIV","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,952350,37852,958959,38395,38395,0.0379833466394299,0.0397458917414816,0.0400382080985736,0.0400382080985736,4.00382080985736,0.0989149322235113,0.0996013697591497,26378000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",37852,139.915,127,0.34,0.469,604,81775,NA,"Ivory Coast","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"62","Jordan","JOR","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","December 27, 2021",TRUE,95,7450248,1074426,7575107,1094286,458106,0.0575819011159082,0.144213454370915,0.144458157488733,0.0604751853670186,6.04751853670186,2.00055261748156,2.71955745257715,10203000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",1074426,10462.788,655,0.06,6.378,1351,1692595,NA,"Jordan","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"63","Kazakhstan","KAZ","Europe",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","May 28, 2021",FALSE,308,2979973,1153569,2990186,1175446,144097,0.0500278358041653,0.387107198622269,0.393101298715197,0.0481899788173712,4.81899788173712,0.434803727381429,2.65412117661678,18777000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",1153551,6072.933,410,0.04,2.158,650,1453177,NA,"Kazakhstan","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"64","Kenya","KEN","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,2021098,188394,2037145,191886,191886,0.08287281383058,0.0932136887968817,0.0941935895579352,0.0941935895579352,9.41935895579353,0.102978460406549,0.103796082983061,53771000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",188381,342.6,4626,2.46,8.413,7560,323423,NA,"Kenya","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"65","Kiribati","KIR","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",3070,NA,0,0,NA,0,3070,NA,"Kiribati","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"66","Kuwait","KWT","Eastern Mediterranean",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 10, 2022",TRUE,22,5716020,395457,5725514,399025,395163,0.0702171112844116,0.0691839776627794,0.0696924328540634,0.0690179082611622,6.90179082611622,3.66666559754701,3.87443884891113,4271000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",395457,9136.009,353,0.09,8.155,468,628978,NA,"Kuwait","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"67","Kyrgyzstan","KGZ","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","June 23, 2021",FALSE,282,2355986,112408,1929668,112698,29141,0.0151015615121358,0.047711658728023,0.0584027926047382,0.0151015615121358,1.51015615121358,0.989386291291165,3.43930104230533,6524000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",112397,1695.702,26,0.02,0.392,40,200935,NA,"Kyrgyzstan","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"68","Laos","LAO","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","July 06, 2021",FALSE,269,171919,179514,172957,171860,2311,0.011832764368181,1.04417778139705,0.993657383048966,0.0133617026197263,1.33617026197263,0.0647348761550453,0.240110006052832,7276000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",176849,2396.536,16,0.01,0.217,18,176898,NA,"Laos","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"69","Lebanon","LBN","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","June 23, 2021",FALSE,282,1149616,620547,1202778,628256,80656,0.0681050018450531,0.53978632865235,0.522337455457283,0.0670580938460797,6.70580938460797,0.461484670580561,2.04920010222336,6825000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",620195,9162.08,534,0.09,7.889,1337,1092157,NA,"Lebanon","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"70","Lesotho","LSO","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,363311,22204,362036,22192,22192,0.0584086502100436,0.0611156832575947,0.0612977714923378,0.0612977714923378,6.12977714923378,0.464693091848612,0.463062302546589,2142000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",22204,1028.407,5,0.02,0.232,23,32910,NA,"Lesotho","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"71","Liberia","LBR","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","September 26, 2021",FALSE,187,60140,5470,55912,5462,3865,0.0598304887380623,0.090954439640838,0.0976892259264559,0.0691264844756045,6.91264844756045,0.0325755482972857,0.0610727713222749,5058000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",5470,105.594,73,1.33,1.409,77,7526,NA,"Liberia","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"72","Libya","LBY","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,1697523,341758,1711277,343909,343909,0.189167525946881,0.201327463604322,0.200966295929882,0.200966295929882,20.0966295929882,0.676866241479476,0.682350478385432,6871000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",341725,4910.874,9,0,0.129,35,501705,NA,"Libya","Does not meet testing target","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"73","Libya","LBY","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,1697523,341758,1711277,343909,343909,0.189167525946881,0.201327463604322,0.200966295929882,0.200966295929882,20.0966295929882,0.676866241479476,0.682350478385432,6871000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",341725,4910.874,9,0,0.129,35,501705,NA,"Libya","Does not meet testing target","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"74","Macao SAR, China","MAC","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",34,5.164,0,0,0,0,81,NA,"Macao SAR, China","Insufficient testing data","Does not meet sequencing target","Connect/Build","High income","High Income","Connect","Connect/Build","Sequence"
"75","Madagascar","MDG","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 12, 2022",TRUE,20,262514,39313,264994,40073,39900,0.111726720451365,0.149755822546607,0.151222291825475,0.1505694468554,15.05694468554,0.0259729312179468,0.0274990795382707,27691000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",39313,138.293,199,0.51,0.7,789,64016,NA,"Madagascar","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Low income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"76","Malawi","MWI","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,343583,52066,343840,52129,52129,0.0914790360602982,0.151538347357116,0.151608306188925,0.151608306188925,15.1608306188925,0.0492066538249468,0.0492434603899777,19130000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",52056,264.947,596,1.14,3.033,1050,85640,NA,"Malawi","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"77","Malaysia","MYS","Western Pacific",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","June 16, 2021",FALSE,289,5811210,3872717,5929374,3826120,330686,0.0522899297340723,0.66642179511668,0.645282284436772,0.0557708115561609,5.57708115561609,0.491908894755955,2.31895714912586,32366000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",3855241,11762.32,8476,0.22,25.86,9692,4201919,NA,"Malaysia","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"78","Mali","MLI","Africa",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,423985,20290,424690,20538,20538,0.036775180442126,0.0478554665849028,0.048359980220867,0.048359980220867,4.8359980220867,0.0573602656523642,0.0574556439966097,20251000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",20285,97.263,33,0.16,0.158,73,30484,NA,"Mali","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Low income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"79","Marshall Islands","MHL","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",3,5.032,0,0,0,0,8,NA,"Marshall Islands","Insufficient testing data","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"80","Mauritania","MRT","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,668017,40792,671604,40855,40855,0.0464269970090078,0.0610643142315241,0.0608319783682051,0.0608319783682051,6.08319783682051,0.393587862719104,0.395701281484755,4650000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",40791,854.242,20,0.05,0.419,26,58669,NA,"Mauritania","Does not meet testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"81","Mauritius","MUS","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","September 01, 2021",FALSE,212,58282,209451,4840,207409,9954,9.89266773889606,3.59375107237226,42.8530991735537,NA,205.661157024793,0.125532006547773,0.0243912272214159,1272000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",209451,16447.809,770,0.37,60.467,910,210485,NA,"Mauritius","Insufficient testing data","Does not meet sequencing target","Sustain","High income","High Income","Connect","Connect/Build","Sequence"
"82","Moldova","MDA","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","June 13, 2021",FALSE,292,331029,282001,335209,285280,28087,0.0798497785313651,0.851892130296741,0.851051135261881,0.0837895163912663,8.37895163912663,0.224821211483215,1.09336755995094,4034000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",281686,7000.106,397,0.14,9.866,431,513442,NA,"Moldova","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"83","Mongolia","MNG","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",910026,27334.002,696,0.08,20.905,795,918867,NA,"Mongolia","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"84","Montenegro","MNE","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","June 21, 2021",FALSE,284,414644,141606,96180,142470,9625,0.0960175596297773,0.341512237003309,1.4812850904554,0.100072780203785,10.0072780203785,1.80893464793648,1.82324840764331,628000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",141529,22534.635,604,0.43,96.171,635,233102,NA,"Montenegro","Insufficient testing data","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"85","Morocco","MAR","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 31, 2022",TRUE,1,5788398,666683,5813792,668003,668003,0.0784762949712206,0.115175736015388,0.114899707454274,0.114899707454274,11.4899707454274,0.429644947509801,0.431529822011703,36911000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",666598,1784.983,380,0.06,1.018,677,1163274,NA,"Morocco","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"86","Mozambique","MOZ","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,815504,157548,818423,158030,158030,0.114399358789777,0.193190959210501,0.193090858883487,0.193090858883487,19.3090858883487,0.071484803527326,0.0717406749166709,31255000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",157543,489.826,564,0.36,1.754,1059,225272,NA,"Mozambique","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"87","Myanmar","MMR","South-East Asia",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,5129514,469208,5092556,468821,468821,0.0870120324521396,0.0914722135469364,0.0920600578569975,0.0920600578569975,9.20600578569975,0.258288237708117,0.256427278426357,54410000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",469121,855.966,87,0.02,0.159,137,611587,NA,"Myanmar","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"88","Myanmar","MMR","South-East Asia",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,5129514,469208,5092556,468821,468821,0.0870120324521396,0.0914722135469364,0.0920600578569975,0.0920600578569975,9.20600578569975,0.258288237708117,0.256427278426357,54410000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",469121,855.966,87,0.02,0.159,137,611587,NA,"Myanmar","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"89","Namibia","NAM","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","April 01, 2022",TRUE,0,636715,113272,638519,113787,113787,0.133370134158601,0.177900630580401,0.178204563998879,0.178204563998879,17.8204563998879,0.686511081280695,0.688456168157289,2541000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",113272,4377.926,240,0.21,9.276,471,157646,NA,"Namibia","Meets testing target","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"90","Nepal","NPL","South-East Asia",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","April 01, 2022",TRUE,0,3273366,700981,3273042,701366,701366,0.163952818914476,0.214146844563058,0.214285670639118,0.214285670639118,21.4285670639118,0.307791674757088,0.307761209327123,29137000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",700965,2362.146,1389,0.2,4.681,1411,978427,NA,"Nepal","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"91","New Caledonia","NCL","Europe",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","September 07, 2021",FALSE,206,14366,0,14501,0,0,NA,0,0,0,0,0.138101417928383,0.314078405891271,285000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",60270,20911.327,9,0.01,3.123,9,60392,NA,"New Caledonia","Insufficient testing data","Does not meet sequencing target","Connect/Build","High income","High Income","Connect","Connect/Build","Sequence"
"92","Nicaragua","NIC","Americas",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",11757,175.415,132,1.12,1.969,171,18434,NA,"Nicaragua","Insufficient testing data","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"93","Niger","NER","Africa",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 31, 2022",TRUE,1,151630,3780,151431,3808,3808,0.0244473424228705,0.0249291037393656,0.0251467665141219,0.0251467665141219,2.51467665141219,0.0171613441374085,0.0171388215001774,24207000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",3780,15.041,97,2.57,0.386,186,8805,NA,"Niger","Does not meet testing target","Does not meet sequencing target","Connect/Build","Low income","LMIC","Connect","Connect/Build","Sequence"
"94","Nigeria","NGA","Africa",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 31, 2022",TRUE,1,3074070,92471,3055369,92681,92681,0.0306971715641272,0.0300809675771859,0.0303338156536903,0.0303338156536903,3.03338156536903,0.040856260740473,0.0406077130717121,206140000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",92418,43.717,3199,3.46,1.513,4445,255415,NA,"Nigeria","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"95","North Macedonia","MKD","Europe",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","February 24, 2022",TRUE,36,1227316,174754,1235469,177575,167634,0.124046323696891,0.142387127683498,0.143730842295517,0.135684505236473,13.5684505236473,1.61426288480129,1.78650608193697,2083000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",174555,8381.345,338,0.19,16.229,802,305979,NA,"North Macedonia","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","Upper middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"96","Oman","OMN","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","May 28, 2021",FALSE,308,201626,228325,40860,231356,57395,1.40467449828683,1.13241843809826,5.66216348507097,NA,140.467449828683,0.10816526336401,0.133346387311533,5107000,"Insufficient testing data","Insufficient testing data","Insufficient testing data",228325,4371.215,598,0.26,11.449,952,388343,NA,"Oman","Insufficient testing data","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"97","Pakistan","PAK","Eastern Mediterranean",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","April 01, 2022",TRUE,0,17254511,847016,17311773,860864,860864,0.0463753090741606,0.0490895395412829,0.0497270845684032,0.0497270845684032,4.97270845684032,0.214007899229996,0.214718120477397,220892000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",846808,376.025,1761,0.21,0.782,2028,1524973,NA,"Pakistan","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
"98","Palau","PLW","Western Pacific",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","No tests reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insufficient testing data","Insufficient testing data","Insufficient testing data",4024,NA,15,0.37,NA,15,4024,NA,"Palau","Insufficient testing data","Does not meet sequencing target","Connect/Build","High income","High Income","Connect","Connect/Build","Sequence"
"99","Palestine","PSE","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","February 03, 2022",TRUE,57,1529829,411105,1547890,417086,308883,0.152718885005029,0.268726112526302,0.269454547803785,0.199551001686166,19.9551001686166,0.821664836064913,0.975718146180277,5101000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",411105,7871.419,19,0,0.364,132,655750,NA,"Palestine","Meets testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"100","Palestine","PSE","Eastern Mediterranean",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","February 03, 2022",TRUE,57,1529829,411105,1547890,417086,308883,0.152718885005029,0.268726112526302,0.269454547803785,0.199551001686166,19.9551001686166,0.821664836064913,0.975718146180277,5101000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",411105,7871.419,19,0,0.364,132,655750,NA,"West Bank and Gaza","Meets testing target","Does not meet sequencing target","Connect/Build","Lower middle income","LMIC","Connect","Connect/Build","Sequence"
"101","Panama","PAN","Americas",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","March 25, 2022",TRUE,7,3537668,409332,3531178,409765,408711,0.0847171395380893,0.115706731100827,0.11604201204244,0.115743528080431,11.5743528080431,2.24617406625502,2.26689606250181,4315000,"Meets testing target","Sustain - Sustain diagnostic testing capacity","Sustain",409037,9335.37,728,0.18,16.615,1843,764536,NA,"Panama","Meets testing target","Does not meet sequencing target","Strengthen/Leverage","High income","High Income","Leverage","Strengthen/Leverage","Sequence"
"102","Paraguay","PRY","Americas",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","March 27, 2022",TRUE,5,1715802,432075,1709764,437405,437281,0.18409402025187,0.25182101431284,0.255827704876229,0.255755180247098,25.5755180247098,0.659025290517352,0.660324360565238,7133000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",431672,5979.134,677,0.16,9.377,1042,647950,NA,"Paraguay","Does not meet testing target","Does not meet sequencing target","Connect/Build","Upper middle income","LMIC","Connect","Connect/Build","Sequence"
"103","Philippines","PHL","Western Pacific",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","March 31, 2022",TRUE,1,18921246,2922753,18823081,2948207,2948207,0.138707426851291,0.154469372682962,0.156627228029248,0.156627228029248,15.6627228029248,0.473065861207566,0.470611556122931,109581000,"Does not meet testing target","Test - Increase diagnostic testing capacity","Test",2922400,2631.681,9209,0.32,8.293,14246,3678599,NA,"Philippines","Does not meet testing target","Does not meet sequencing target","Strengthen/Leverage","Lower middle income","LMIC","Leverage","Strengthen/Leverage","Sequence"
