"country","code","population_size","world_bank_economies","date_tests_last_reported","days_since_tests_reported","tpr_year_smoothed_truncated","avg_daily_tests_per_1000_last_year_smoothed","cum_seq","pct_cases_sequenced_in_last_year","sequences_per_100k_last_year","dx_testing_binary","sars_cov_2_binary","ngs_capacity","facility_access","ngs_facility","archetype_orig","dx_archetype","sx_archetype","dx_testing_rec","sx_sequencing_rec","prev_dx","prev_sequ","seq_but_no_test_flag","TPR_pct","daily_tests_per_1000","pct_seq","seq_per_100k"
"Faroe Islands","FRO",49000,"High income","February 27, 2022",367,0,9.43,41,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","No cases reported","9.43 per 1,000 persons","0 %","0 per 100k persons"
"Fiji","FJI",896000,"Upper middle income","February 25, 2023",4,0.0296,0.53,531,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","3 %","0.53 per 1,000 persons","0 %","0 per 100k persons"
"Finland","FIN",5541000,"High income","February 23, 2023",6,0.3946,1.04,46126,1.78,258.684,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","39.5 %","1.04 per 1,000 persons","1.78 %","258.7 per 100k persons"
"France","FRA",65274000,"High income","May 17, 2022",288,0.2507,5.07,552230,1.39,345.814,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","25.1 %","5.07 per 1,000 persons","1.39 %","345.8 per 100k persons"
"French Polynesia","PYF",281000,"High income","September 07, 2020",905,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"French Southern and Antarctic Lands","ATF",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Gabon","GAB",2226000,"Upper middle income","January 03, 2023",57,0.026,0.08,965,0.14,0.084,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.6 %","0.08 per 1,000 persons","0.14 %","0.1 per 100k persons"
"Georgia","GEO",3989000,"Upper middle income","June 16, 2021",623,NaN,NaN,2969,0.53,30.339,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.53 %","30.3 per 100k persons"
"Germany","DEU",83784000,"High income","December 15, 2022",76,0.5859,1.57,892432,1.67,467.595,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","58.6 %","1.57 per 1,000 persons","1.67 %","467.6 per 100k persons"
"Ghana","GHA",31073000,"Lower middle income","January 03, 2023",57,0.0553,0.02,5116,11.06,3.728,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","5.5 %","0.02 per 1,000 persons","11.06 %","3.7 per 100k persons"
"Gibraltar","GIB",NaN,"High income","No tests reported",NaN,NaN,NaN,2749,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Greece","GRC",10423000,"High income","December 20, 2022",71,0.0845,11.98,27480,0.35,105.874,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","8.5 %","11.98 per 1,000 persons","0.35 %","105.9 per 100k persons"
"Greenland","GRL",57000,"High income","August 25, 2021",553,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Grenada","GRD",113000,"Upper middle income","November 09, 2022",112,0.1281,1.61,59,0,0,"Meets testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Sustain","Connect/Build","Sustain - Sustain diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","12.8 %","1.61 per 1,000 persons","0 %","0 per 100k persons"
"Guam","GUM",NaN,"High income","No tests reported",NaN,NaN,NaN,815,NaN,73.348,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","73.3 per 100k persons"
"Guatemala","GTM",17916000,"Upper middle income","March 01, 2023",0,0.1529,0.46,4359,0.55,13.971,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Strengthen/Leverage","yes","15.3 %","0.46 per 1,000 persons","0.55 %","14 per 100k persons"
"Guernsey","GGY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,0,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons"
"Guinea","GIN",13133000,"Low income","December 30, 2022",61,0.0138,0.03,840,5.94,0.801,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","1.4 %","0.03 per 1,000 persons","5.94 %","0.8 per 100k persons"
"Guinea-Bissau","GNB",1968000,"Low income","July 11, 2022",233,0.0182,0.08,47,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","1.8 %","0.08 per 1,000 persons","0 %","0 per 100k persons"
"Guyana","GUY",787000,"Upper middle income","December 28, 2021",428,NaN,NaN,147,0.02,0.247,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.02 %","0.2 per 100k persons"
"Haiti","HTI",NaN,"Low income","No tests reported",NaN,NaN,NaN,548,2.43,0.803,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","2.43 %","0.8 per 100k persons"
"Heard Island and McDonald Islands","HMD",NaN,"No income data","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Honduras","HND",9905000,"Lower middle income","February 26, 2023",3,0.1542,0.11,233,0,0.019,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","15.4 %","0.11 per 1,000 persons","0 %","0 per 100k persons"
"Hong Kong SAR, China","HKG",7497000,"High income","January 29, 2023",31,0,15.03,15154,0.34,115.892,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","No cases reported","15.03 per 1,000 persons","0.34 %","115.9 per 100k persons"
"Hungary","HUN",9660000,"High income","May 11, 2022",294,0.1964,0.91,904,0.07,3.03,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","19.6 %","0.91 per 1,000 persons","0.07 %","3 per 100k persons"
"Iceland","ISL",341000,"High income","August 23, 2022",190,0.3193,4.16,21865,4.38,893.798,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Test","Sustain","no","31.9 %","4.16 per 1,000 persons","4.38 %","893.8 per 100k persons"
"India","IND",1380004000,"Lower middle income","March 01, 2023",0,0.0117,0.3,233985,2.61,3.222,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.2 %","0.3 per 1,000 persons","2.61 %","3.2 per 100k persons"
"Indonesia","IDN",273524000,"Upper middle income","December 25, 2022",66,0.0411,0.36,47629,2.18,9.068,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","4.1 %","0.36 per 1,000 persons","2.18 %","9.1 per 100k persons"
"Iran","IRN",83993000,"Upper middle income","September 20, 2022",162,0.0742,0.4,3481,0.25,1.46,"Does not meet testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","7.4 %","0.4 per 1,000 persons","0.25 %","1.5 per 100k persons"
"Iraq","IRQ",40223000,"Upper middle income","August 06, 2022",207,0.1292,0.18,1361,0.05,0.178,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","12.9 %","0.18 per 1,000 persons","0.05 %","0.2 per 100k persons"
"Ireland","IRL",4938000,"High income","January 04, 2023",56,0.2523,1.02,103777,10,795.484,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","25.2 %","1.02 per 1,000 persons","10 %","795.5 per 100k persons"
"Isle of Man","IMN",NaN,"High income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Israel","ISR",8656000,"High income","January 23, 2022",402,NaN,NaN,148857,7.73,945.941,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","7.73 %","945.9 per 100k persons"
"Italy","ITA",60462000,"High income","February 24, 2023",5,0.1586,3.69,170224,0.45,97.387,"Meets testing target","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Sustain","Strengthen/Leverage","Sustain - Sustain diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Sustain","Strengthen/Leverage","no","15.9 %","3.69 per 1,000 persons","0.45 %","97.4 per 100k persons"
"Ivory Coast","CIV",26378000,"Lower middle income","January 03, 2023",57,0.0256,0.03,902,2.01,0.479,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2.6 %","0.03 per 1,000 persons","2.01 %","0.5 per 100k persons"
"Jamaica","JAM",2961000,"Upper middle income","September 30, 2022",152,0.0724,0.52,2592,4.57,42.053,"Meets testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Sustain","Sustain","Sustain - Sustain diagnostic testing capacity","Sustain - Sustain current sequencing levels","Sustain","Sustain","no","7.2 %","0.52 per 1,000 persons","4.57 %","42.1 per 100k persons"
"Japan","JPN",126476000,"High income","February 19, 2023",10,0.492,1.27,574249,1.13,256.373,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","49.2 %","1.27 per 1,000 persons","1.13 %","256.4 per 100k persons"
"Jersey","JEY",NaN,"No income data","No tests reported",NaN,NaN,NaN,0,NaN,0,"Insufficient testing data","Insufficient data",NaN,"Insufficient data",NaN,"Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","0 per 100k persons"
"Jordan","JOR",10203000,"Upper middle income","July 27, 2022",217,0.0503,1.17,1567,0.12,1.17,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","5 %","1.17 per 1,000 persons","0.12 %","1.2 per 100k persons"
"Kazakhstan","KAZ",18777000,"Upper middle income","May 28, 2021",642,NaN,NaN,2034,0.44,2.454,"Insufficient testing data","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.44 %","2.5 per 100k persons"
"Kenya","KEN",53771000,"Lower middle income","January 03, 2023",57,0.0327,0.04,11952,8.45,3.119,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","3.3 %","0.04 per 1,000 persons","8.45 %","3.1 per 100k persons"
"Kiribati","KIR",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,136,5.15,81.532,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","5.15 %","81.5 per 100k persons"
"Kosovo","XKX",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,NaN,NaN,NaN,"Insufficient testing data","Insufficient data",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Insufficient data","Insufficient data","Insufficient data","Insufficient testing data","Insufficient data - Missing key diagnostic or case metrics","Insufficient data","Insufficient data","no","Insufficient data","Insufficient data","Insufficient data","Insufficient data"
"Kuwait","KWT",4271000,"High income","March 10, 2022",356,0.0379,3.2,1057,1.41,14.172,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","3.8 %","3.2 per 1,000 persons","1.41 %","14.2 per 100k persons"
"Kyrgyzstan","KGZ",6524000,"Lower middle income","June 23, 2021",616,NaN,NaN,327,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Laos","LAO",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,1047,0.76,7.597,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.76 %","7.6 per 100k persons"
"Latvia","LVA",1886000,"High income","March 01, 2023",0,0.2723,1.79,26486,3.39,573.257,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","27.2 %","1.79 per 1,000 persons","3.39 %","573.3 per 100k persons"
"Lebanon","LBN",6825000,"Upper middle income","June 23, 2021",616,NaN,NaN,2584,0.05,1.512,"Insufficient testing data","Does not meet sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Leverage","Insufficient data","Strengthen/Leverage","Insufficient testing data","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Insufficient data","Strengthen/Leverage","no","Insufficient data","Insufficient data","0.05 %","1.5 per 100k persons"
"Lesotho","LSO",2142000,"Lower middle income","December 30, 2022",61,0.0195,0.15,280,2.57,2.429,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2 %","0.15 per 1,000 persons","2.57 %","2.4 per 100k persons"
"Liberia","LBR",5058000,"Low income","September 26, 2021",521,NaN,NaN,110,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Libya","LBY",6871000,"Upper middle income","January 03, 2023",57,0.0546,0.39,141,0.26,0.455,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Sustain","Connect/Build","no","5.5 %","0.39 per 1,000 persons","0.26 %","0.5 per 100k persons"
"Liechtenstein","LIE",NaN,"High income","No tests reported",NaN,NaN,NaN,1885,9.48,2253.843,"Insufficient testing data","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","9.48 %","2253.8 per 100k persons"
"Lithuania","LTU",2722000,"High income","March 01, 2023",0,0.3181,1.1,41053,1.65,199.45,"Does not meet testing target","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","31.8 %","1.1 per 1,000 persons","1.65 %","199.4 per 100k persons"
"Luxembourg","LUX",626000,"High income","February 19, 2023",10,0.2728,2.19,54035,19.63,4004.626,"Does not meet testing target","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","27.3 %","2.19 per 1,000 persons","19.63 %","4004.6 per 100k persons"
"Macao SAR, China","MAC",NaN,"High income","No tests reported",NaN,NaN,NaN,1,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Madagascar","MDG",27691000,"Low income","December 30, 2022",61,0.0241,0.02,880,0,0,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","2.4 %","0.02 per 1,000 persons","0 %","0 per 100k persons"
"Malawi","MWI",19130000,"Low income","December 30, 2022",61,0.0357,0.01,1376,1.98,0.328,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","3.6 %","0.01 per 1,000 persons","1.98 %","0.3 per 100k persons"
"Malaysia","MYS",32366000,"Upper middle income","June 16, 2021",623,NaN,NaN,36573,1.44,66.668,"Insufficient testing data","Meets sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","Insufficient data","Insufficient data","1.44 %","66.7 per 100k persons"
"Maldives","MDV",541000,"Upper middle income","November 09, 2021",477,NaN,NaN,1294,0.33,9.546,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.33 %","9.5 per 100k persons"
"Mali","MLI",20251000,"Low income","January 03, 2023",57,0.0128,0.03,216,2.29,0.266,"Does not meet testing target","Does not meet sequencing target",1,"Has access to sequencing facilities","1-3 NGS facilities or equivalent","Leverage","Test","Strengthen/Leverage","Test - Increase diagnostic testing capacity","Strengthen / Leverage - Strengthen sequencing levels by leveraging existing NGS capacity","Test","Strengthen/Leverage","no","1.3 %","0.03 per 1,000 persons","2.29 %","0.3 per 100k persons"
"Malta","MLT",442000,"High income","September 06, 2021",541,NaN,NaN,893,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
"Marshall Islands","MHL",NaN,"Upper middle income","No tests reported",NaN,NaN,NaN,26,0.17,62.511,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0.17 %","62.5 per 100k persons"
"Mauritania","MRT",4650000,"Lower middle income","December 30, 2022",61,0.0196,0.17,58,0.14,0.148,"Does not meet testing target","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Test","Connect/Build","Test - Increase diagnostic testing capacity","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Test","Connect/Build","no","2 %","0.17 per 1,000 persons","0.14 %","0.1 per 100k persons"
"Mauritius","MUS",1272000,"High income","December 30, 2022",61,0.3739,0.87,6484,3.65,353.373,"Does not meet testing target","Meets sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Strengthen","Test","Sustain","Test - Increase diagnostic testing capacity","Sustain - Sustain current sequencing levels","Test","Sustain","yes","37.4 %","0.87 per 1,000 persons","3.65 %","353.4 per 100k persons"
"Mexico","MEX",128933000,"Upper middle income","February 27, 2023",2,0,0.1,86162,1.37,20.678,"Insufficient testing data","Meets sequencing target",2,"Has access to sequencing facilities","4+ NGS facilities or equivalent","Strengthen","Insufficient data","Sustain","Insufficient testing data","Sustain - Sustain current sequencing levels","Insufficient data","Sustain","no","No cases reported","0.1 per 1,000 persons","1.37 %","20.7 per 100k persons"
"Micronesia","FSM",NaN,"Lower middle income","No tests reported",NaN,NaN,NaN,0,0,0,"Insufficient testing data","Does not meet sequencing target",0,"Does not have access to sequencing facilities","0 NGS facilities or equivalent","Connect","Insufficient data","Connect/Build","Insufficient testing data","Connect / Build - Connect to countries with NGS capacity or build NGS capacity from scratch","Insufficient data","Connect/Build","no","Insufficient data","Insufficient data","0 %","0 per 100k persons"
